#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c19-Potency_&#956;M","p450-cyp2c19-Curve_Description","p450-cyp2c19-Fit_LogAC50","p450-cyp2c19-Fit_HillSlope","p450-cyp2c19-Fit_R2","p450-cyp2c19-Fit_InfiniteActivity_%","p450-cyp2c19-Fit_ZeroActivity_%","p450-cyp2c19-Fit_CurveClass","p450-cyp2c19-Excluded_Points","p450-cyp2c19-Max_Response","p450-cyp2c19-Activity at 0.0007 uM_%","p450-cyp2c19-Activity at 0.00160 uM_%","p450-cyp2c19-Activity at 0.00368 uM_%","p450-cyp2c19-Activity at 0.00820 uM_%","p450-cyp2c19-Activity at 0.018 uM_%","p450-cyp2c19-Activity at 0.041 uM_%","p450-cyp2c19-Activity at 0.091 uM_%","p450-cyp2c19-Activity at 0.204 uM_%","p450-cyp2c19-Activity at 0.457 uM_%","p450-cyp2c19-Activity at 1.022 uM_%","p450-cyp2c19-Activity at 2.286 uM_%","p450-cyp2c19-Activity at 5.111 uM_%","p450-cyp2c19-Activity at 11.43 uM_%","p450-cyp2c19-Activity at 25.56 uM_%","p450-cyp2c19-Activity at 57.14 uM_%"
1326,17408540,3180843,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; high efficacy,-4.6,1.6259,0.9982,-174.697,-0.6952,-2.1,1 0 0 0 0 0 0,-138.0497,,,-69.8236,,0.9809,,-0.3253,,0.3818,,-8.7695,,-38.676,,-138.05
1327,17408536,3365687,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.1,0.978,-113.555,7.4741,-2.1,0 0 0 0 0 0 0,-94.6292,,,12.1432,,1.3661,,10.739,,6.4534,,-13.3765,,-36.3166,,-94.6292
1328,17408535,1790575,"NCGC",,Unspecified,,,"",2009/07/08,2,41,22.3872,Partial curve; high efficacy,-4.65,2.7202,0.9211,-145.778,-0.7577,-2.1,0 0 0 0 0 0 0,-134.1089,,,-27.16,,17.4216,,-5.836,,-3.0969,,13.1708,,-20.5201,,-134.109
1329,17408531,3270483,"NCGC",,Unspecified,,,"",2009/07/08,2,44,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9437,-200.53,12.1748,-2.1,0 0 0 0 0 0 0,-159.3041,,,-10.9987,,27.9999,,11.1276,,19.4956,,-44.0156,,-80.7468,,-159.304
1330,17408514,3166020,"NCGC",,Unspecified,,,"",2009/07/08,2,101,0.223872,Complete curve; high efficacy,-6.65,0.8,0.9997,-195.65,33.9974,-1.1,0 0 0 0 0 0 0,-193.2003,,,26.1379,,7.3695,,-44.3214,,-110.215,,-163.516,,-186.827,,-193.2
1331,17408503,3210928,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.62341,Partial curve; high efficacy,-5.25,1.1,0.9521,-109.985,10.7805,-2.1,1 0 0 0 0 0 0,-101.695,,,28.3138,,-6.188,,25.1339,,6.1619,,-25.2204,,-68.6943,,-101.695
1332,17408490,1170397,"NCGC",,Unspecified,,,"",2009/07/08,2,87,3.98107,Complete curve; high efficacy,-5.4,1.3987,0.9955,-175.846,5.402,-1.1,1 0 0 0 0 0 0,-173.5485,,,22.1308,,0.5174,,1.488,,6.5186,,-53.9213,,-139.116,,-173.548
1333,17408479,820340,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,4.095,0.9655,-103.591,-1.2088,-2.1,0 0 0 0 0 0 0,-104.9612,,,-6.3378,,-8.3195,,-1.5233,,15.9146,,-7.5741,,-74.225,,-104.961
1334,17408466,981647,"NCGC",,Unspecified,,,"",2009/07/08,2,46,4.46684,Partial curve; high efficacy,-5.35,1,0.9886,-154.003,-6.5083,-2.1,0 0 0 0 0 0 0,-142.1966,,,-11.5955,,-9.4769,,2.4334,,-26.0546,,-54.1764,,-114.765,,-142.197
1335,17408457,1142967,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.62341,Partial curve; high efficacy,-5.25,0.7,0.9876,-109.419,27.8517,-2.1,0 0 0 0 0 0 0,-91.1828,,,29.9116,,17.2771,,24.5519,,11.3364,,-24.3257,,-53.78,,-91.1828
1336,17408440,1454808,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,0.9,0.9759,-75.2305,0.4699,-1.2,0 0 0 0 0 0 0,-67.9129,,,7.3883,,-6.7857,,-0.5213,,-12.0717,,-25.4709,,-56.434,,-67.9129
1337,17408438,1454774,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,4.9549,0.9628,-82.6435,7.7442,-1.1,0 0 0 0 0 0 0,-78.6085,,,0.1101,,4.2327,,1.8355,,24.7057,,-8.5766,,-85.9252,,-78.6085
1338,17408434,1078940,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,0.7,0.9736,-136.21,-5.0003,-2.1,0 0 0 0 0 0 0,-105.6372,,,5.4817,,-13.7951,,-16.1007,,-19.458,,-34.4792,,-76.2871,,-105.637
1339,17408431,3218755,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.6924,0.9688,-115.429,-38.2409,-2.1,0 0 0 0 0 0 0,-97.4279,,,-34.623,,-42.2857,,-32.271,,-43.6592,,-39.3902,,-51.7413,,-97.4279
1340,17408416,3187970,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,1.21,0.9719,-76.111,17.9835,-2.2,0 0 0 0 0 0 0,-69.7033,,,9.8581,,29.9668,,14.8599,,12.168,,-3.1603,,-45.2425,,-69.7033
1341,17408407,1115489,"NCGC",,Unspecified,,,"",2009/07/08,2,87,2.23872,Complete curve; high efficacy,-5.65,1.1,0.9526,-132.786,-3.4105,-1.1,0 0 0 0 0 0 0,-127.1392,,,-23.4329,,6.4819,,9.2808,,-31.6873,,-66.6483,,-117.641,,-127.139
1342,17408406,1959655,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,1.6924,0.999,-68.8526,23.4427,-1.2,0 0 0 0 0 0 0,-68.3335,,,24.6181,,24.1002,,22.9584,,18.4556,,-4.521,,-57.7582,,-68.3335
1343,17408402,2933270,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.251189,Complete curve; high efficacy,-6.6,2.9523,0.9671,-79.7935,18.7872,-1.1,0 0 0 0 0 0 0,-96.7966,,,24.4113,,19.7922,,6.2251,,-61.436,,-72.9493,,-71.6352,,-96.7966
1344,17408383,1432785,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.98107,Partial curve; high efficacy,-5.4,1.3437,0.9862,-112.564,22.3737,-2.1,0 0 0 0 0 0 0,-110.1179,,,19.7414,,29.7178,,10.7936,,23.3921,,-24.5531,,-83.3725,,-110.118
1345,17408379,3090378,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.630957,Complete curve; high efficacy,-6.2,1.331,0.9978,-125.12,16.6394,-1.1,0 0 0 0 0 0 0,-125.367,,,15.3838,,19.3234,,1.5883,,-35.5588,,-104.085,,-121.188,,-125.367
1346,17408341,3111056,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.99526,Complete curve; high efficacy,-5.7,0.6,0.9739,-141.248,18.5531,-1.1,0 0 0 0 0 0 0,-117.1546,,,14.8111,,15.3677,,-9.9325,,-31.6756,,-51.0659,,-113.047,,-117.155
1347,17408317,3206680,"NCGC",,Unspecified,,,"",2009/07/08,2,95,0.0281838,Complete curve; high efficacy,-7.55,0.9,0.9995,-100.052,-2.0246,-1.1,0 0 0 0 0 0 0,-101.1454,,,-15.6655,,-41.2117,,-74.9606,,-92.0863,,-97.1571,,-99.97,,-101.145
1348,17408316,5756548,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.9,0.9681,-89.48,-27.624,-2.2,0 0 0 0 0 0 0,-79.0394,,,-30.6533,,-27.2323,,-25.367,,-27.9936,,-43.2424,,-52.5374,,-79.0394
1349,17408310,784576,"NCGC",,Unspecified,,,"",2009/07/08,2,50,1.77828,Partial curve; high efficacy,-5.75,0.4,0.9629,-164.693,-10.6109,-2.1,0 0 0 0 0 0 0,-130.7076,,,-18.6477,,-35.1248,,-57.0017,,-52.2606,,-95.3818,,-120.785,,-130.708
1350,17408308,3218586,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,4.9549,0.9991,-117.328,18.5994,-2.1,0 0 1 0 0 0 0,-117.2909,,,20.2475,,15.1674,,-50.3124,,20.4825,,17.8109,,-87.2778,,-117.291
1351,17408298,3103429,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.794328,Complete curve; high efficacy,-6.1,1.1,0.9914,-132.907,31.588,-1.1,0 0 0 0 0 0 0,-132.9226,,,33.3301,,20.7513,,29.2039,,-33.4999,,-89.8713,,-124.39,,-132.923
1352,17408288,704595,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.41254,Complete curve; high efficacy,-5.85,2.3332,0.9806,-92.8223,-6.2159,-1.1,0 0 0 0 0 0 0,-92.5462,,,-15.8073,,4.2108,,-9.2929,,-10.8146,,-71.5135,,-92.9485,,-92.5462
1353,17408278,1432646,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.1,0.9927,-104.997,6.5312,-1.1,0 0 0 0 0 0 0,-100.1968,,,2.9564,,8.6559,,7.6187,,-13.4151,,-41.5269,,-90.2413,,-100.197
1354,17408266,5768774,"NCGC",,Unspecified,,,"",2009/07/08,2,89,2.23872,Complete curve; high efficacy,-5.65,1.6266,0.9979,-168.546,7.1691,-1.1,0 0 0 0 0 0 0,-165.8454,,,13.3829,,2.9884,,7.5943,,-8.4657,,-81.1,,-159.648,,-165.845
1355,17408254,2896625,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,3.9295,0.9297,-137.668,13.6881,-2.1,0 0 0 0 0 0 0,-134.8531,,,15.9171,,-20.8087,,25.3686,,26.1833,,23.1896,,-70.5328,,-134.853
1356,17408235,3092413,"NCGC",,Unspecified,,,"",2009/07/08,2,84,5.62341,Complete curve; high efficacy,-5.25,1.6604,0.9627,-133.186,-9.0155,-1.1,1 0 0 0 0 0 0,-128.9038,,,43.5754,,9.7969,,-21.7241,,-17.5171,,-29.9764,,-106.259,,-128.904
1357,17408216,5761117,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9977,-91.0646,21.3257,-2.1,0 0 0 0 0 0 0,-82.5515,,,19.6339,,24.0772,,21.1369,,14.6288,,0.6815,,-51.7256,,-82.5515
1358,17408211,1134893,"NCGC",,Unspecified,,,"",2009/07/08,2,83,6.30957,Complete curve; high efficacy,-5.2,4.9549,0.9467,-100.791,-52.4107,-1.1,0 0 1 0 0 0 0,-98.4711,,,-55.0621,,-58.914,,-11.8943,,-53.4155,,-42.5422,,-101.142,,-98.4711
1359,17408209,859047,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.7137,0.9525,-93.0151,14.6173,-2.1,0 0 0 0 0 0 0,-91.1554,,,-3.2072,,13.1388,,25.7828,,24.1947,,-1.5975,,-58.3726,,-91.1554
1360,17408203,3193777,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.07946,Partial curve; high efficacy,-5.15,1.4641,0.9897,-153.676,-17.6988,-2.1,1 0 0 0 0 0 0,-137.761,,,-52.1419,,-23.1185,,-15.2594,,-19.5388,,-37.0196,,-111.158,,-137.761
1361,17408193,3103509,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.707946,Complete curve; high efficacy,-6.15,0.6,0.9841,-128.364,32.446,-1.1,0 0 0 0 0 0 0,-113.2983,,,24.7698,,21.8533,,-15.2649,,-27.238,,-77.8389,,-108.55,,-113.298
1362,17408188,2861353,"NCGC",,Unspecified,,,"",2009/07/08,2,40,39.8107,Partial curve; partial efficacy,-4.4,4.9549,0.9372,-78.8372,-35.7126,-2.2,0 1 0 0 0 0 0,-72.6493,,,-37.2886,,-72.8125,,-34.7996,,-33.269,,-42.2883,,-30.9393,,-72.6493
1363,17408181,749449,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,1.3443,0.9973,-102.322,9.9711,-1.1,1 0 0 0 0 0 0,-101.4253,,,-35.5626,,6.7328,,9.3642,,-25.4067,,-76.9507,,-99.5782,,-101.425
1364,17408180,3111651,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.794328,Complete curve; high efficacy,-6.1,0.6,0.9389,-137.75,3.2209,-1.1,0 1 0 0 0 0 0,-126.6013,,,2.2352,,60.7544,,-41.4778,,-35.8083,,-102.04,,-111.466,,-126.601
1365,17408168,3147101,"NCGC",,Unspecified,,,"",2009/07/08,2,94,0.794328,Complete curve; high efficacy,-6.1,0.6,0.9675,-182.077,45.6419,-1.1,0 0 0 0 0 0 0,-168.2676,,,30.1753,,25.9399,,16.8536,,-74.771,,-87.6283,,-144.427,,-168.268
1366,17408167,746923,"NCGC",,Unspecified,,,"",2009/07/08,2,86,4.46684,Complete curve; high efficacy,-5.35,2.3531,0.9717,-157.013,-39.4329,-1.1,0 0 0 0 0 0 0,-163.8789,,,-38.0901,,-32.7924,,-53.6187,,-29.5013,,-64.2434,,-137.248,,-163.879
1367,17408164,1368178,"NCGC",,Unspecified,,,"",2009/07/08,2,46,3.16228,Partial curve; high efficacy,-5.5,0.8,0.948,-125.598,-13.9791,-2.1,0 0 0 0 0 0 0,-113.4574,,,-25.8142,,-17.9106,,-2.3939,,-37.9277,,-68.6545,,-91.8848,,-113.457
1368,17408163,606916,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1.4641,0.9827,-90.6116,-11.0494,-2.1,0 0 0 0 0 0 0,-81.6512,,,-5.3493,,-16.3145,,-13.8362,,-11.0691,,-19.3626,,-58.9104,,-81.6512
1369,17408161,3191218,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.1,0.9425,-118.376,-13.7538,-2.1,0 0 0 0 0 0 0,-107.3654,,,-19.8593,,-21.3619,,-22.7524,,-2.7429,,-43.377,,-74.8049,,-107.365
1370,17408154,3207697,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,0.9,0.9213,-96.323,12.8679,-1.1,0 0 0 0 0 0 0,-96.0988,,,1.5865,,10.0487,,26.4531,,-36.3313,,-49.2144,,-80.3182,,-96.0988
1371,17408135,865072,"NCGC",,Unspecified,,,"",2009/07/08,2,85,4.46684,Complete curve; high efficacy,-5.35,1.5386,0.9503,-132.98,-3.5933,-1.1,0 0 0 0 0 0 0,-131.179,,,-27.8878,,12.5528,,2.1762,,-1.5125,,-41.1567,,-106.62,,-131.179
1372,17408122,2833597,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.23872,Complete curve; partial efficacy,-5.65,1.8265,0.9638,-64.7757,-5.9022,-1.2,0 0 0 0 0 0 0,-65.3239,,,-16.802,,-3.0635,,-3.8075,,-3.671,,-36.463,,-60.9546,,-65.3239
1373,17408113,2842931,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.25893,Complete curve; high efficacy,-5.9,1,0.9922,-115.319,5.5901,-1.1,0 0 0 0 0 0 0,-115.2503,,,-2.6804,,8.9738,,1.3652,,-29.2112,,-71.1798,,-101.15,,-115.25
1374,17408104,843190,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,1.9673,0.9634,-142.768,3.5443,-2.1,0 0 0 0 0 0 0,-129.0161,,,12.7578,,-17.2797,,5.2277,,8.5086,,5.1614,,-40.2558,,-129.016
1375,17408101,790303,"NCGC",,Unspecified,,,"",2009/07/08,2,42,5.62341,Partial curve; partial efficacy,-5.25,1.21,0.9987,-67.0165,16.7963,-2.2,1 0 0 0 0 0 0,-62.2669,,,-8.7397,,15.696,,15.6201,,15.3606,,-4.5168,,-41.7665,,-62.2669
1376,17408096,824166,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; high efficacy,-4.65,2.7868,0.9403,-99.9189,3.1959,-2.1,0 0 0 0 0 0 0,-92.1433,,,-11.7058,,14.3874,,-3.0818,,12.7277,,2.5305,,-10.9975,,-92.1433
1377,17408086,3184574,"NCGC",,Unspecified,,,"",2009/07/08,2,87,2.23872,Complete curve; high efficacy,-5.65,1.21,0.9925,-125.853,19.6463,-1.1,0 0 0 0 0 0 0,-123.1382,,,18.3136,,27.9876,,7.2199,,3.0481,,-52.3557,,-108.355,,-123.138
1378,17408079,824418,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.7885,0.9953,-83.4234,14.1229,-1.1,0 0 0 0 0 0 0,-84.2309,,,8.7479,,14.5778,,16.647,,13.9791,,-26.6823,,-74.3724,,-84.2309
1379,17408078,3107026,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,1.6266,0.9952,-72.5191,25.4328,-1.2,1 0 0 0 0 0 0,-72.3012,,,-14.0864,,20.5101,,29.4299,,18.6862,,-30.1863,,-66.0205,,-72.3012
1380,17408064,2869252,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.223872,Complete curve; partial efficacy,-6.65,0.6,0.9266,-62.6144,30.9154,-1.2,0 0 0 0 0 0 0,-60.512,,,24.0652,,10.1311,,6.4912,,-40.7896,,-30.9576,,-57.3642,,-60.512
1381,17408052,3121511,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.62341,Partial curve; high efficacy,-5.25,1.1,0.9707,-130.191,-15.0768,-2.1,1 0 0 0 0 0 0,-120.1792,,,-45.3114,,-3.312,,-23.9954,,-29.5904,,-40.5822,,-97.3036,,-120.179
1382,17408015,694350,"NCGC",,Unspecified,,,"",2009/07/08,2,83,5.01187,Complete curve; high efficacy,-5.3,1.4163,0.9699,-93.0191,-5.32,-1.1,0 0 0 0 0 0 0,-91.2492,,,-10.0127,,1.9504,,-14.3019,,0.1161,,-30.7777,,-70.1017,,-91.2492
1383,17408007,3167929,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.2876,0.9879,-82.2653,14.4558,-2.2,0 0 0 0 0 0 0,-71.4711,,,7.4783,,17.6441,,15.5886,,17.2885,,1.6163,,-34.1158,,-71.4711
1384,17408004,3130671,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.51189,Complete curve; high efficacy,-5.6,1.9673,0.9881,-90.3942,18.7883,-1.1,0 0 0 0 0 0 0,-93.9211,,,11.1593,,15.2915,,21.6795,,23.5059,,-30.7847,,-81.1314,,-93.9211
1385,17407999,3202484,"NCGC",,Unspecified,,,"",2009/07/08,2,45,5.01187,Partial curve; high efficacy,-5.3,1.2475,0.9724,-142.688,-11.8447,-2.1,0 0 0 0 0 0 0,-138.6798,,,-19.8755,,-21.0403,,-3.0912,,-5.4843,,-54.2406,,-104.409,,-138.68
1386,17407998,1934798,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.23872,Complete curve; partial efficacy,-5.65,1.4641,0.9995,-62.0375,20.3651,-1.2,0 0 0 0 0 0 0,-60.7632,,,21.671,,20.7804,,18.4697,,12.7927,,-21.5377,,-55.7153,,-60.7632
1387,17407958,3098751,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,2.9023,0.9919,-100.625,15.7121,-1.1,0 0 0 0 0 0 0,-102.1847,,,13.8696,,17.168,,7.8687,,23.5119,,-17.0568,,-95.6404,,-102.185
1388,17407953,761742,"NCGC",,Unspecified,,,"",2009/07/08,2,42,15.8489,Partial curve; high efficacy,-4.8,1.1,0.956,-148.741,2.0684,-2.1,0 0 0 0 0 0 0,-123.9507,,,-13.1263,,13.9442,,9.6911,,1.9977,,-25.0501,,-54.3609,,-123.951
1389,17407950,3180841,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,4.095,0.9729,-124.637,15.3088,-1.1,0 0 0 0 0 0 0,-125.5516,,,25.8137,,27.5366,,16.0053,,-6.5042,,-5.6474,,-122.094,,-125.552
1390,17407936,3119182,"NCGC",,Unspecified,,,"",2009/07/08,2,46,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9753,-193.61,22.911,-2.1,0 0 0 0 0 0 0,-174.3595,,,33.9222,,29.9668,,22.243,,-10.5151,,-10.5597,,-121.884,,-174.359
1391,17407930,3211246,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,1.2876,0.9713,-123.721,9.0503,-2.1,0 0 0 0 0 0 0,-111.7198,,,-7.5561,,12.594,,17.5702,,11.7119,,-10.2508,,-61.9806,,-111.72
1392,17407913,1078740,"NCGC",,Unspecified,,,"",2009/07/08,2,42,15.8489,Partial curve; high efficacy,-4.8,0.7,0.9565,-146.836,10.3701,-2.1,0 0 0 0 0 0 0,-111.5608,,,18.0651,,15.6785,,-3.5424,,-6.2812,,-27.0244,,-46.107,,-111.561
1393,17407870,1442685,"NCGC",,Unspecified,,,"",2009/07/08,2,86,3.54813,Complete curve; high efficacy,-5.45,1.2221,0.9901,-145.408,12.187,-1.1,0 0 0 0 0 0 0,-138.1002,,,7.2433,,24.3933,,5.8374,,-5.0616,,-43.3182,,-118.135,,-138.1
1394,17407869,3169282,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.891251,Complete curve; high efficacy,-6.05,1.5095,0.997,-109.924,-0.5694,-1.1,0 0 0 0 0 0 0,-109.6353,,,-4.635,,4.2524,,-5.8704,,-29.8403,,-89.391,,-107.67,,-109.635
1395,17407857,3219098,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.3723,0.991,-97.5648,23.0623,-1.1,0 0 0 0 0 0 0,-94.8089,,,29.8519,,14.7844,,25.3795,,14.0114,,-12.8938,,-75.257,,-94.8089
1396,17407855,1112978,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.446684,Complete curve; high efficacy,-6.35,1.8851,0.9726,-90.9813,12.7289,-1.1,0 0 0 0 0 0 0,-82.5989,,,4.4013,,25.2052,,2.4094,,-38.3493,,-96.0223,,-90.6464,,-82.5989
1397,17407837,3143995,"NCGC",,Unspecified,,,"",2009/07/08,2,88,2.81838,Complete curve; high efficacy,-5.55,2.4064,0.9706,-160.971,1.7717,-1.1,1 0 0 0 0 0 0,-160.7181,,,48.0661,,-21.5652,,10.5501,,16.4528,,-63.5597,,-154.052,,-160.718
1398,17407829,1084342,"NCGC",,Unspecified,,,"",2009/07/08,2,46,5.62341,Partial curve; high efficacy,-5.25,1,0.9981,-164.401,13.0988,-2.1,0 0 0 0 0 0 0,-149.9629,,,13.7725,,8.6243,,11.7514,,3.6846,,-40.2449,,-102.871,,-149.963
1399,17407826,826222,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; high efficacy,-4.6,1.3437,0.9779,-118.875,7.3705,-2.1,0 0 0 0 0 0 0,-90.2881,,,2.1713,,13.5408,,15.0054,,0.9398,,-0.9856,,-24.0383,,-90.2881
1400,17407825,3153715,"NCGC",,Unspecified,,,"",2009/07/08,2,90,1.99526,Complete curve; high efficacy,-5.7,0.8,0.9943,-166.802,-10.3784,-1.1,0 0 0 0 0 0 0,-150.1578,,,-9.2359,,-13.947,,-24.307,,-50.6674,,-87.8922,,-141.387,,-150.158
1401,17407819,3219282,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.4787,0.9223,-125.618,-2.1413,-2.1,1 0 0 0 0 0 0,-119.5522,,,-71.8749,,-8.8135,,-17.3967,,23.2031,,-25.1583,,-78.6577,,-119.552
1402,17407794,3223681,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,1.331,0.9282,-86.187,11.7671,-1.1,0 0 0 0 0 0 0,-77.829,,,15.404,,26.2371,,-13.4134,,-3.9616,,-53.5829,,-91.4344,,-77.829
1403,17407793,1447683,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.77828,Complete curve; high efficacy,-5.75,2.3332,0.981,-112.342,7.403,-1.1,0 0 0 0 0 0 0,-109.0303,,,21.3522,,-5.572,,7.8949,,2.6366,,-70.7751,,-113.248,,-109.03
1404,17407755,3205851,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.4064,0.9808,-74.5539,1.9777,-2.2,1 0 0 0 0 0 0,-72.9988,,,-20.3381,,-0.0721,,7.4477,,-4.8928,,3.6008,,-30.444,,-72.9988
1405,17407743,3111629,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,2.4064,0.9265,-91.6359,23.6421,-1.1,0 0 0 0 0 0 0,-83.5302,,,42.4267,,29.178,,-5.2342,,26.1428,,-27.5742,,-96.6444,,-83.5302
1406,17407739,3168482,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.16228,Partial curve; partial efficacy,-5.5,3.1925,0.9229,-76.4832,-0.1932,-2.2,1 0 0 0 0 0 1,-74.8582,,,-24.7498,,-14.0394,,1.3813,,12.0739,,-20.9692,,-74.8582,,-27.3076
1407,17407733,11958711,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,1.3437,0.9805,-111.274,14.4063,-1.1,0 0 0 0 0 0 0,-103.6895,,,20.749,,21.5826,,7.4416,,-3.6139,,-25.6954,,-96.6865,,-103.689
1408,17407728,1454811,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1.3723,0.9913,-123.668,16.1702,-2.1,0 0 0 0 0 0 0,-108.447,,,17.8471,,17.7558,,20.9144,,8.9576,,0.722,,-38.9254,,-108.447
1409,17407726,1454917,"NCGC",,Unspecified,,,"",2009/07/08,2,87,2.23872,Complete curve; high efficacy,-5.65,2.2526,0.9082,-126.481,-7.7837,-1.1,0 0 0 0 0 0 0,-130.049,,,-16.4401,,-27.2454,,-14.3922,,25.6245,,-70.4884,,-119.898,,-130.049
1410,17407725,5765850,"NCGC",,Unspecified,,,"",2009/07/08,2,42,15.8489,Partial curve; high efficacy,-4.8,1,0.9707,-136.262,-14.6296,-2.1,1 0 0 0 0 0 0,-113.5513,,,-35.9759,,-11.5285,,-9.1462,,-27.115,,-35.3376,,-58.4461,,-113.551
1411,17407707,3190317,"NCGC",,Unspecified,,,"",2009/07/08,2,84,6.30957,Complete curve; high efficacy,-5.2,4.095,0.9968,-116.596,-1.7853,-1.1,1 0 1 0 0 0 0,-116.504,,,31.7949,,2.5161,,65.7347,,-7.0639,,-3.4107,,-107.66,,-116.504
1412,17407700,5344956,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.9,0.9476,-88.4403,18.6229,-2.2,0 0 0 0 0 0 0,-69.6907,,,13.2058,,21.1312,,26.5379,,12.4577,,-6.4492,,-17.2939,,-69.6907
1413,17407697,1451395,"NCGC",,Unspecified,,,"",2009/07/08,2,89,1.99526,Complete curve; high efficacy,-5.7,1.4641,0.9764,-156.83,17.2337,-1.1,0 0 0 0 0 0 0,-152.6115,,,28.796,,24.231,,-9.3059,,6.3643,,-78.6757,,-142.395,,-152.611
