#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
608,17411477,3830300,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.111,0.9994,-112.128,16.6191,-2.1,0 0 0 0 0 0 0,-104.212,,,18.8927,,15.6382,,14.2826,,7.1519,,-20.1385,,-75.8808,,-104.212
609,17411475,5818015,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1,0.966,-140.614,11.5549,-2.1,0 0 0 0 0 0 0,-111.514,,,24.4259,,5.9738,,13.8168,,-8.4095,,-4.3311,,-55.1085,,-111.514
610,17411474,4322088,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,1.5579,0.992,-63.0256,8,-1.2,0 0 0 0 0 0 0,-62.713,,,2.6044,,11.8861,,8.9602,,3.489,,-21.5166,,-55.1691,,-62.713
611,17411473,1483025,"NCGC",,Unspecified,,,"",2009/07/08,2,89,1.77828,Complete curve; high efficacy,-5.75,0.7,0.9927,-146.145,18.4171,-1.1,0 0 0 0 0 0 0,-130.74,,,22.736,,10.7459,,-8.8331,,-22.5797,,-70.4269,,-114.207,,-130.74
612,17411421,3370714,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.4641,0.9299,-97.1663,-2.3082,-2.1,0 0 1 0 0 0 0,-89.0484,,,9.0331,,-2.8815,,40.8774,,-21.2381,,-6.6467,,-63.9208,,-89.0484
613,17411387,3504941,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.4781,0.9602,-96.0948,15.1318,-2.1,0 0 0 0 0 0 0,-84.7493,,,27.3378,,18.242,,13.7427,,0.3023,,7.9758,,-30.651,,-84.7493
614,17411359,1471079,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; high efficacy,-4.95,3.0654,0.9909,-82.697,5.7689,-2.1,0 0 0 0 0 0 0,-82.6327,,,3.9851,,3.552,,11.9896,,1.848,,7.1341,,-39.296,,-82.6327
615,17411354,1472066,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,0.9,0.9933,-105.731,-10.9978,-1.1,0 0 0 0 0 0 0,-100.609,,,-16.3854,,-9.9426,,-12.3777,,-31.9562,,-56.9016,,-89.2202,,-100.609
616,17411349,2763924,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.1,0.9974,-92.1579,5.1804,-1.1,0 0 0 0 0 0 0,-91.7982,,,4.5931,,2.5472,,2.1959,,-8.4143,,-48.6127,,-76.597,,-91.7982
617,17411347,1476733,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.77828,Complete curve; high efficacy,-5.75,1.4641,0.9813,-102.054,4.3612,-1.1,0 0 0 0 0 0 0,-98.6739,,,-8.1796,,10.3574,,9.9049,,-8.8193,,-56.5425,,-94.99,,-98.6739
618,17411336,2768698,"NCGC",,Unspecified,,,"",2009/07/08,2,85,4.46684,Complete curve; high efficacy,-5.35,1.2475,0.9796,-129.377,-0.6719,-1.1,0 0 0 0 0 0 0,-124.613,,,-2.416,,9.7729,,-15.1787,,-1.9257,,-42.0203,,-98.3248,,-124.613
619,17411327,1484362,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.2221,0.9908,-79.8486,12.227,-1.2,0 0 0 0 0 0 0,-76.313,,,7.0343,,10.9633,,18.2267,,4.7717,,-18.8008,,-60.0748,,-76.313
620,17411322,4268463,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.2716,0.9855,-82.0759,9.2372,-2.2,1 0 0 0 0 0 0,-62.1253,,,-22.2663,,13.1311,,7.4509,,9.3841,,-0.6235,,-14.5948,,-62.1253
621,17411321,6404629,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; high efficacy,-4.6,1.5579,0.991,-143.995,-4.0265,-2.1,0 0 0 0 0 0 0,-113.764,,,-8.0677,,-2.6418,,1.2801,,-1.9237,,-13.2073,,-33.9703,,-113.764
622,17411314,2766068,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.331,0.9203,-73.1665,-8.1341,-2.2,0 0 0 0 0 0 0,-63.5527,,,-14.726,,-11.8077,,-1.6172,,-11.6376,,-18.1849,,-23.759,,-63.5527
623,17411309,3738180,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.54813,Complete curve; high efficacy,-5.45,1.6924,0.9943,-95.3138,2.5261,-1.1,0 0 0 0 0 0 0,-93.1346,,,6.3435,,-2.8925,,5.8676,,-2.3208,,-29.2669,,-84.4561,,-93.1346
624,17411296,3304981,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,3.132,0.965,-70.27,7,-2.2,0 0 0 0 0 0 0,-70.849,,,0.8445,,12.4683,,14.1264,,-2.1669,,9.2942,,-38.2061,,-70.849
625,17411295,1478886,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1.1341,0.9823,-100.75,11.508,-2.1,0 0 0 0 0 0 0,-94.5073,,,4.3924,,12.2257,,20.5727,,-2.6096,,-21.1287,,-73.8876,,-94.5073
626,17411292,1484658,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.62341,Partial curve; partial efficacy,-5.25,0.6,0.9941,-100.831,23.5257,-2.2,0 0 0 0 0 0 0,-79.6695,,,24.8891,,16.2589,,15.0461,,-2.2638,,-21.0396,,-49.0122,,-79.6695
627,17411286,3762662,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.2216,0.9352,-96.7349,5.8377,-2.1,0 0 0 0 0 0 0,-90.8285,,,-6.9619,,25.9263,,-4.6084,,3.9525,,-24.036,,-69.6624,,-90.8285
628,17411277,3807916,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.77828,Complete curve; partial efficacy,-5.75,3.0654,0.9906,-78.5392,11.7287,-1.2,0 0 0 0 0 0 0,-78.9376,,,15.6354,,3.1804,,13.9592,,14.107,,-51.2413,,-77.2011,,-78.9376
629,17411271,1488513,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,2.3031,0.9961,-89.5738,7.6655,-1.1,0 0 0 0 0 0 0,-91.2534,,,9.3622,,4.4879,,4.5922,,10.9535,,-22.6536,,-83.5356,,-91.2534
630,17411269,3715139,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.5936,0.9202,-78.6617,4.1616,-1.2,0 0 0 0 0 0 0,-77.782,,,18.9853,,6.4083,,-16.5889,,4.2562,,-19.9616,,-65.334,,-77.782
631,17411265,9581933,"NCGC",,Unspecified,,,"",2009/07/08,2,82,7.94328,Complete curve; high efficacy,-5.1,4.095,0.98,-87.3597,-8.4892,-1.1,0 0 0 0 0 0 0,-87.4517,,,-6.3581,,-3.6311,,-2.04,,-14.3,,-15.9572,,-72.7759,,-87.4517
632,17411249,5524676,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.58489,Complete curve; high efficacy,-5.8,1.5579,0.9966,-115.806,1.2362,-1.1,0 0 0 0 0 0 0,-116.593,,,-0.3928,,7.0242,,-3.8429,,-12.7228,,-75.4611,,-108.798,,-116.593
633,17411248,3799501,"NCGC",,Unspecified,,,"",2009/07/08,2,85,4.46684,Complete curve; high efficacy,-5.35,1.4163,0.9778,-126.801,-21.7415,-1.1,1 0 0 0 0 0 0,-125.123,,,-69.3749,,-13.9489,,-34.2505,,-20.8812,,-51.3906,,-103.631,,-125.123
634,17411223,4594206,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.2221,0.9957,-125.735,11.1679,-2.1,1 0 0 0 0 0 0,-108.916,,,-44.594,,15.1714,,10.927,,3.0073,,-3.7164,,-59.2625,,-108.916
635,17411222,1483026,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.99526,Complete curve; high efficacy,-5.7,1,0.9997,-122.639,9.6171,-1.1,0 0 0 0 0 0 0,-117.693,,,10.5344,,8.0493,,3.2014,,-15.5279,,-59.5229,,-102.46,,-117.693
636,17411210,3382829,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.5579,0.9987,-126.125,-0.6123,-2.1,0 0 0 0 0 0 0,-120.412,,,0.7304,,-2.3367,,2.0545,,-3.7967,,-13.9084,,-74.4135,,-120.412
637,17411199,3799510,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.1,0.9964,-108.425,-9.0662,-2.1,0 0 0 0 0 0 0,-97.0306,,,-8.7689,,-7.1483,,-13.7275,,-11.4812,,-29.7281,,-70.2111,,-97.0306
638,17411195,1483022,"NCGC",,Unspecified,,,"",2009/07/08,2,47,2.51189,Partial curve; high efficacy,-5.6,0.7,0.9991,-131.824,13.518,-2.1,0 0 0 0 0 0 0,-116.29,,,12.4532,,7.029,,0.947,,-19.8503,,-54.6453,,-96.5177,,-116.29
639,17411191,9581781,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.25893,Complete curve; high efficacy,-5.9,0.9,0.999,-111.711,26.2876,-1.1,0 0 0 0 0 0 0,-106.574,,,28.2345,,21.8836,,12.255,,-13.01,,-59.1699,,-96.7258,,-106.574
640,17411190,5524487,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,0.8,0.9763,-77.6316,-3.0537,-2.2,0 0 0 0 0 0 0,-67.632,,,-4.9641,,-6.6275,,2.9051,,-13.9634,,-26.8875,,-47.4971,,-67.632
641,17411185,9581780,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,0.7,0.995,-117.15,-1.9452,-1.1,0 0 0 0 0 0 0,-105.238,,,-3.7356,,-7.2142,,-7.7914,,-33.4297,,-55.2413,,-88.3468,,-105.238
642,17411180,1474625,"NCGC",,Unspecified,,,"",2009/07/08,2,44,6.30957,Partial curve; high efficacy,-5.2,1.1,0.9925,-121.717,10.0042,-2.1,0 0 0 0 0 0 0,-109.767,,,15.285,,4.6234,,3.7772,,8.0081,,-23.4736,,-77.7554,,-109.767
643,17411177,1481979,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1,0.9099,-106.628,-8.4097,-2.1,0 0 0 0 0 0 0,-98.2005,,,-20.9137,,13.9292,,-21.6003,,-15.6166,,-39.3506,,-76.9409,,-98.2005
644,17411160,3851062,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.398107,Complete curve; high efficacy,-6.4,0.8,0.9859,-97.088,4.5315,-1.1,0 0 0 0 0 0 0,-95.5922,,,-2.3929,,5.1082,,-26.031,,-46.8683,,-75.7836,,-91.0488,,-95.5922
645,17411152,6415102,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.8851,0.9881,-83.5772,15.0593,-2.1,0 0 0 0 0 0 0,-80.8989,,,22.9585,,15.7754,,13.5594,,7.6413,,7.4142,,-50.7455,,-80.8989
646,17411107,1478884,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1.41254,Complete curve; partial efficacy,-5.85,0.8,0.9454,-78.6777,14.4686,-1.2,0 0 0 0 0 0 0,-74.7052,,,-0.1939,,24.6663,,10.9677,,-20.0764,,-37.7482,,-63.9476,,-74.7052
647,17411104,1478885,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.51189,Complete curve; partial efficacy,-5.6,1.21,0.9904,-71.8445,7,-1.2,0 0 0 0 0 0 0,-67.3876,,,12.2006,,5.2893,,4.3051,,-4.4965,,-28.1793,,-65.0694,,-67.3876
648,17411102,1486875,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.7,0.951,-91.6722,2.2322,-2.2,0 0 0 0 0 0 0,-69.5036,,,13.1748,,-5.8682,,-6.187,,-7.216,,-15.9265,,-42.6812,,-69.5036
649,17411101,5188751,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,2.2526,0.9605,-74.3989,-7.2116,-2.2,0 0 0 0 0 0 0,-72.0873,,,-8.1445,,-16.9899,,-5.0118,,0.0289,,-6.09,,-42.6798,,-72.0873
650,17411082,54685821,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.2221,0.9802,-108.794,21.888,-1.1,0 0 0 0 0 0 0,-102.632,,,34.1685,,21.7738,,6.408,,9.5439,,-32.9329,,-93.1275,,-102.632
651,17411059,1488444,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.630957,Complete curve; high efficacy,-6.2,1.8851,0.9975,-106.058,5.0683,-1.1,0 0 1 0 0 0 0,-104.807,,,4.3028,,7.8218,,34.5192,,-37.7204,,-99.9817,,-103.632,,-104.807
652,17411049,3726487,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,4.5045,0.9619,-94.0605,-5.5359,-2.1,0 0 0 0 0 0 0,-94.3204,,,1.3753,,-12.9682,,-13.7099,,-8.0388,,6.3318,,-62.1239,,-94.3204
653,17411042,1478763,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,0.5,0.936,-120.728,2.2043,-2.1,0 0 0 0 0 0 0,-92.4438,,,5.5132,,2.1969,,-23.5535,,-22.6726,,-28.5016,,-57.7054,,-92.4438
654,17411022,9581768,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.62341,Partial curve; high efficacy,-5.25,1.4163,0.9606,-129.923,-12.8074,-2.1,0 0 0 0 0 0 0,-126.947,,,-22.957,,-7.6937,,-23.1952,,1.127,,-42.1532,,-96.5538,,-126.947
655,17411005,3851053,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,0.6,0.988,-79.4103,8.1505,-2.2,0 0 0 0 0 0 0,-63.1332,,,9.8763,,6.9657,,-0.645,,-11.0558,,-18.9232,,-42.3612,,-63.1332
656,17411002,2766148,"NCGC",,Unspecified,,,"",2009/07/08,2,63,5.01187,Complete curve; partial efficacy,-5.3,0.7,0.9211,-95.1032,-7.422,-1.2,0 0 0 0 0 0 0,-78.6483,,,-4.1429,,-10.7134,,-10.1491,,-33.4657,,-26.2784,,-72.6462,,-78.6483
657,17410998,3738890,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,0.7,0.9912,-120.013,21.8577,-2.1,0 0 0 0 0 0 0,-90.4243,,,24.6161,,22.055,,8.8315,,5.1736,,-12.8323,,-57.393,,-90.4243
658,17410991,3706569,"NCGC",,Unspecified,,,"",2009/07/08,2,89,1.12202,Complete curve; high efficacy,-5.95,1,0.9984,-125.572,7.3119,-1.1,0 0 0 0 0 0 0,-124.031,,,8.9122,,0.8746,,-0.4971,,-30.2246,,-82.4609,,-112.851,,-124.031
659,17410990,1476742,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.94328,Partial curve; high efficacy,-5.1,1.3443,0.9902,-135.559,2.0727,-2.1,0 0 0 0 0 0 0,-126.784,,,-5.5751,,-0.1332,,11.396,,0.6994,,-20.9164,,-83.0852,,-126.784
660,17410966,2906514,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1,Complete curve; high efficacy,-6,0.9,0.9903,-85.9435,-0.0291,-1.1,0 0 0 0 0 0 0,-83.09,,,2.2009,,-7.434,,-4.6646,,-31.783,,-55.7164,,-79.6086,,-83.09
661,17410948,9560016,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.630957,Complete curve; high efficacy,-6.2,1.331,0.9894,-102.69,-21.671,-1.1,0 0 0 0 0 0 0,-101.869,,,-14.85,,-27.0432,,-30.1306,,-52.2105,,-93.1405,,-99.3969,,-101.869
662,17410940,3132120,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,0.6,0.9375,-130.714,-3.2505,-2.1,0 0 0 0 0 0 0,-99.8994,,,8.4511,,-6.4934,,-19.5242,,-27.0711,,-27.3241,,-59.3424,,-99.8994
663,17410913,5443011,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,0.7,0.953,-79.8681,6.804,-2.2,0 0 0 0 0 0 0,-60.3967,,,13.5237,,-5.1669,,8.6649,,-1.7084,,-14.2156,,-36.6196,,-60.3967
664,17410900,1440349,"NCGC",,Unspecified,,,"",2009/07/08,2,43,4.46684,Partial curve; partial efficacy,-5.35,1.111,0.9985,-84.2135,17.1935,-2.2,0 0 0 0 0 0 0,-79.0891,,,17.7633,,14.7155,,17.8457,,8.3997,,-13.7772,,-57.9741,,-79.0891
665,17410899,1213087,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.54813,Partial curve; partial efficacy,-5.45,0.7,0.955,-72.6164,8.3966,-2.2,1 0 0 0 0 0 0,-66.5193,,,-43.2737,,5.5485,,3.335,,-3.649,,-34.1338,,-38.415,,-66.5193
666,17410895,1442591,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1,0.9572,-100.411,14.9021,-2.1,1 0 0 0 0 0 0,-83.6761,,,28.1818,,7.7129,,22.7675,,14.1824,,-10.4272,,-28.132,,-83.6761
667,17410889,3207836,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; high efficacy,-4.55,1.6924,0.9903,-133.203,-3.6712,-2.1,0 0 0 0 0 0 0,-103.135,,,-8.439,,1.7564,,-1.747,,-1.5717,,-9.9545,,-26.4859,,-103.135
668,17410849,1472012,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,4.9549,0.9829,-66.4039,9,-1.2,0 0 0 0 0 0 0,-69.7255,,,8.5243,,4.6039,,5.5713,,17.9418,,-3.9164,,-62.8412,,-69.7255
669,17410838,1475530,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1.4641,0.9642,-106.599,-11.3484,-2.1,0 0 0 0 0 0 0,-96.5236,,,-17.0805,,-20.6604,,-3.8146,,-9.2387,,-16.6541,,-73.2683,,-96.5236
670,17410834,1471763,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.891251,Complete curve; high efficacy,-6.05,1.21,0.9604,-104.41,-8.5856,-1.1,0 0 0 0 0 0 0,-100.308,,,5.1075,,-21.4734,,-19.7167,,-30.4436,,-86.046,,-102.212,,-100.308
671,17410815,9581886,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.2876,0.9734,-123.791,1.1787,-2.1,0 0 0 0 0 0 0,-109.053,,,-3.2194,,-8.1994,,8.7095,,8.8155,,-16.6804,,-54.3795,,-109.053
672,17410813,3826552,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.41254,Complete curve; high efficacy,-5.85,1.5579,0.9967,-90.7276,-2.7514,-1.1,0 0 0 0 0 0 0,-91.754,,,0.7603,,-3.3788,,-8.0687,,-14.5794,,-61.5735,,-87.3007,,-91.754
673,17410797,1487108,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.1,0.9681,-77.0666,14.6489,-2.2,0 0 0 0 0 0 0,-67.724,,,5.7261,,12.3999,,25.2532,,10.9186,,-4.9364,,-39.8668,,-67.724
674,17410791,1471855,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1,Complete curve; high efficacy,-6,1.3723,0.9927,-85.503,-13.5182,-1.1,0 0 0 0 0 0 0,-86.1408,,,-14.7441,,-16.6116,,-10.3674,,-33.4705,,-66.7401,,-82.2817,,-86.1408
675,17410781,5770206,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.62341,Partial curve; partial efficacy,-5.25,0.8,0.9891,-81.6472,-14.5505,-2.2,0 0 0 0 0 0 0,-72.8162,,,-15.1388,,-15.3029,,-18.5363,,-18.2136,,-39.4485,,-55.1271,,-72.8162
676,17410771,1478504,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,4.5045,0.996,-74.7095,15.8643,-1.2,0 0 0 0 0 0 0,-76.6151,,,13.9508,,12.6066,,20.6713,,15.3133,,-1.0671,,-72.7923,,-76.6151
677,17410767,1478505,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1.5095,0.9944,-90.9366,15.9286,-2.1,0 0 0 0 0 0 0,-83.916,,,18.849,,16.9738,,17.6646,,8.5929,,5.362,,-48.626,,-83.916
678,17410747,3393240,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,0.9,0.9501,-104.023,3.8059,-2.1,0 0 0 0 0 0 0,-102.09,,,-9.0187,,6.649,,5.6958,,-5.0455,,-53.181,,-67.0648,,-102.09
679,17410735,1475681,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1.4641,0.9761,-75.8134,-3.921,-2.2,0 0 0 0 0 0 0,-70.5024,,,-7.0634,,-3.7479,,3.7081,,-10.3613,,-10.4402,,-43.2488,,-70.5024
680,17410723,3189243,"NCGC",,Unspecified,,,"",2009/07/08,2,62,5.62341,Complete curve; partial efficacy,-5.25,2.0437,0.9554,-72.9873,-7.7137,-1.2,0 0 0 0 0 0 0,-72.1316,,,-13.0223,,5.0058,,-13.3662,,-9.2696,,-16.348,,-60.8651,,-72.1316
681,17410677,3220753,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.9,0.9762,-96.8781,17.0232,-2.2,0 0 0 0 0 0 0,-72.7957,,,19.882,,14.3581,,22.4367,,6.1159,,-4.7787,,-25.8896,,-72.7957
682,17410651,1472014,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.54813,Partial curve; partial efficacy,-5.45,1.1,0.9536,-71.5903,21.7697,-2.2,1 0 0 0 0 0 0,-69.4557,,,-14.2988,,25.6758,,8.5273,,24.0607,,-21.1348,,-46.5224,,-69.4557
683,17410634,3811869,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.446684,Complete curve; high efficacy,-6.35,1.7137,0.9531,-102.258,-2.9639,-1.1,0 0 0 0 0 0 0,-108.926,,,9.6298,,-21.9588,,-0.6191,,-57.2043,,-90.701,,-99.5921,,-108.926
684,17410614,5740149,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.99526,Complete curve; high efficacy,-5.7,1.21,0.9954,-120.124,-19.4338,-1.1,0 0 0 0 0 0 0,-116.97,,,-23.9794,,-15.7732,,-19.4524,,-36.5231,,-74.3368,,-110.362,,-116.97
685,17410597,3721751,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,1.2221,0.9917,-104.013,10.056,-1.1,0 0 0 0 0 0 0,-107.381,,,5.403,,10.0496,,10.9251,,-10.1144,,-62.6312,,-87.3092,,-107.381
686,17410595,3141844,"NCGC",,Unspecified,,,"",2009/07/08,2,83,4.46684,Complete curve; high efficacy,-5.35,1.2876,0.9987,-88.9823,-5.6818,-1.1,0 0 0 0 0 0 0,-85.9897,,,-4.9557,,-7.6573,,-4.6207,,-9.6228,,-31.7486,,-69.6395,,-85.9897
687,17410585,1169033,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.9673,0.9618,-82.7212,9.1642,-1.1,0 0 0 0 0 0 0,-84.6572,,,-3.0896,,4.1983,,23.1567,,11.4096,,-29.61,,-74.0009,,-84.6572
688,17410568,1172453,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.9673,0.9332,-96.7382,3.3792,-2.1,0 0 0 0 0 0 0,-93.7566,,,-15.8688,,8.3081,,18.884,,0.6976,,-1.2811,,-52.6133,,-93.7566
689,17410563,1452521,"NCGC",,Unspecified,,,"",2009/07/08,2,89,1,Complete curve; high efficacy,-6,1.111,0.9976,-120.35,3.0968,-1.1,0 0 0 0 0 0 0,-119.905,,,-0.2159,,3.9683,,-1.0106,,-36.3982,,-85.1296,,-111.337,,-119.905
690,17410547,3165303,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1,Complete curve; high efficacy,-6,2.3332,0.9881,-98.031,-15.6736,-1.1,0 0 0 0 0 0 0,-97.7702,,,-15.5685,,-8.4482,,-24.0436,,-26.0447,,-86.4432,,-98.8056,,-97.7702
691,17410538,1482584,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1,0.9464,-95.2555,-1.8736,-2.2,0 0 0 0 0 0 0,-79.3796,,,-3.4296,,3.8485,,4.356,,-14.5074,,-17.8461,,-33.3878,,-79.3796
692,17410509,1442634,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,0.9,0.9907,-97.024,-5.679,-1.1,0 0 0 0 0 0 0,-92.5932,,,-0.8361,,-11.4519,,-17.5543,,-28.9837,,-62.3975,,-89.0174,,-92.5932
693,17410491,3178012,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.223872,Complete curve; high efficacy,-6.65,1,0.9897,-117.928,-0.5878,-1.1,0 0 0 0 0 0 0,-117.378,,,-8.5394,,0.19,,-39.3876,,-79.8547,,-105.403,,-116.94,,-117.378
694,17410479,1475543,"NCGC",,Unspecified,,,"",2009/07/08,2,48,0.630957,Partial curve; high efficacy,-6.2,0.4,0.9277,-101.921,36.6372,-2.1,0 0 0 1 0 0 0,-88.7507,,,17.1849,,25.7407,,-25.4744,,18.5904,,-43.4238,,-63.1802,,-88.7507
695,17410437,1488211,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9846,-103.886,-6.7223,-2.1,0 0 0 0 0 0 0,-94.2688,,,-9.9676,,-11.9697,,-5.8681,,-1.6322,,-27.7143,,-68.4112,,-94.2688
