#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp3a4-Potency_&#956;M","p450-cyp3a4-Curve_Description","p450-cyp3a4-Fit_LogAC50","p450-cyp3a4-Fit_HillSlope","p450-cyp3a4-Fit_R2","p450-cyp3a4-Fit_InfiniteActivity_%","p450-cyp3a4-Fit_ZeroActivity_%","p450-cyp3a4-Fit_CurveClass","p450-cyp3a4-Excluded_Points","p450-cyp3a4-Max_Response_%","p450-cyp3a4-Activity at 0.0007 uM_%","p450-cyp3a4-Activity at 0.00164 uM_%","p450-cyp3a4-Activity at 0.00366 uM_%","p450-cyp3a4-Activity at 0.00818 uM_%","p450-cyp3a4-Activity at 0.018 uM_%","p450-cyp3a4-Activity at 0.041 uM_%","p450-cyp3a4-Activity at 0.091 uM_%","p450-cyp3a4-Activity at 0.204 uM_%","p450-cyp3a4-Activity at 0.457 uM_%","p450-cyp3a4-Activity at 1.022 uM_%","p450-cyp3a4-Activity at 2.286 uM_%","p450-cyp3a4-Activity at 5.111 uM_%","p450-cyp3a4-Activity at 11.43 uM_%","p450-cyp3a4-Activity at 25.56 uM_%","p450-cyp3a4-Activity at 57.14 uM_%"
304,17415191,2924605,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.2876,0.993,-94.809,4.9227,-2.1,0 0 0 0 0 0 0,-83.6553,,,7.8915,,7.628,,2.5593,,-0.9907,,-5.4396,,-39.5765,,-83.6553
305,17415185,803954,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,0.9,0.9949,-96.9375,4.1916,-2.1,0 0 0 0 0 0 0,-87.705,,,8.464,,-1.2173,,1.693,,-7.565,,-31.8524,,-65.9751,,-87.705
306,17415178,962079,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; partial efficacy,-4.55,1.6259,0.9882,-88.025,-3.0053,-2.2,0 0 0 0 0 0 0,-67.5164,,,-3.5634,,-3.642,,2.5365,,-5.1569,,-6.7644,,-19.1724,,-67.5164
307,17415176,1293810,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.4641,0.9476,-78.9381,-4.1446,-2.2,0 0 0 0 0 0 0,-68.7587,,,2.687,,-2.027,,-2.8867,,-5.0623,,-18.0313,,-23.6141,,-68.7587
308,17415174,898897,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.177828,Complete curve; high efficacy,-6.75,1.21,0.9958,-99.5098,0.7279,-1.1,0 0 0 0 0 0 0,-100.974,,,-3.6594,,-0.2329,,-32.4732,,-73.4158,,-93.8097,,-98.9981,,-100.974
309,17415149,2925984,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,2.0479,0.9882,-69.1336,-4.0865,-1.2,0 0 0 0 0 0 0,-68.5168,,,-6.327,,-4.16,,2.3487,,-8.7437,,-22.0875,,-63.9495,,-68.5168
310,17415148,713740,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.5095,0.9746,-66.7578,-2.3238,-2.2,0 0 0 0 0 0 0,-60.9013,,,2.3364,,-6.798,,1.1329,,-3.5167,,-9.4706,,-25.4899,,-60.9013
311,17415139,1292194,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1.1,0.997,-104.854,4.5484,-2.1,0 0 0 0 0 0 0,-92.0423,,,6.6789,,1.6149,,6.9892,,-1.3651,,-15.1305,,-58.3048,,-92.0423
312,17415121,767504,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,0.9,0.9951,-109.42,-1.5074,-2.1,0 0 0 0 0 0 0,-89.6288,,,-2.8363,,-3.3486,,-2.3132,,-2.5448,,-24.7534,,-54.5713,,-89.6288
313,17415114,2876706,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.031,0.9974,-95.0698,6.1288,-2.1,0 0 0 0 0 0 0,-88.5934,,,3.4678,,8.8297,,2.3562,,-1.5732,,-31.1238,,-69.6699,,-88.5934
314,17415105,2951772,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,0.9,0.9928,-80.7821,-2.296,-2.2,0 0 0 0 0 0 0,-75.4528,,,-6.7642,,-0.2279,,-3.2679,,-12.1133,,-33.7751,,-56.8464,,-75.4528
315,17415077,1365490,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9912,-94.6588,0.9038,-2.1,0 0 0 0 0 0 0,-86.3022,,,-0.7363,,1.0266,,-1.4668,,4.66,,-21.6077,,-60.398,,-86.3022
316,17415066,1312447,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,0.9,0.9902,-102.987,-1.6248,-2.1,0 0 0 0 0 0 0,-83.6351,,,-6.836,,2.6126,,-4.2313,,-4.0646,,-22.8459,,-52.5129,,-83.6351
317,17415055,2176759,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.23872,Complete curve; partial efficacy,-5.65,1.1,0.9915,-71.4099,1.0755,-1.2,0 0 0 0 0 0 0,-70.7582,,,-0.991,,-1.3965,,3.4863,,-8.9842,,-38.4811,,-58.2712,,-70.7582
318,17415041,877385,"NCGC",,Unspecified,,,"",2009/07/08,2,65,0.630957,Complete curve; partial efficacy,-6.2,1.1,0.9919,-69.5863,-3.1631,-1.2,0 0 0 0 0 0 0,-72.9822,,,-4.988,,-3.059,,-9.3387,,-30.4925,,-58.1545,,-62.4515,,-72.9822
319,17415036,683975,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.4163,0.9957,-99.967,-5.9923,-2.1,0 0 0 0 0 0 0,-90.5954,,,-8.781,,-5.5492,,-3.1207,,-5.498,,-14.5437,,-44.8664,,-90.5954
320,17415018,2201369,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1.1,0.9677,-84.1749,-15.2592,-1.1,0 1 0 0 0 0 0,-82.7637,,,-11.348,,-37.2884,,-25.4493,,-16.9896,,-45.9253,,-68.5544,,-82.7637
321,17415007,9587263,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,0.9,0.9996,-92.1462,11.5,-1.1,0 0 0 0 0 0 0,-87.6833,,,10.841,,8.881,,5.6098,,-9.2131,,-44.5748,,-73.3997,,-87.6833
322,17415005,1326597,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1,0.9999,-77.015,10.7221,-2.2,0 0 0 0 0 0 0,-63.809,,,10.6332,,9.9028,,9.678,,7.226,,-5.5677,,-36.0912,,-63.809
323,17415002,2951767,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.0354813,Complete curve; high efficacy,-7.45,4.9549,0.9993,-84.9934,13.9888,-1.1,0 0 0 1 0 0 0,-84.1759,,,13.1344,,11.2907,,-86.6426,,12.4718,,-84.699,,-84.5709,,-84.1759
324,17414998,2951670,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.1,0.9987,-89.9718,0.7829,-2.1,0 0 0 0 0 0 0,-81.4622,,,0.7092,,-0.9647,,0.642,,-3.9582,,-19.8845,,-60.2685,,-81.4622
325,17414986,6886122,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.7137,0.9889,-72.9229,-1.9175,-2.2,0 0 0 0 0 0 0,-66.5337,,,-0.9165,,-2.3427,,2.6416,,-4.4304,,-7.824,,-27.0906,,-66.5337
326,17414969,2924783,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,2.7202,0.991,-80.8416,-14.5903,-2.1,0 0 0 0 0 0 0,-80.0534,,,-16.8812,,-15.4054,,-18.0056,,-11.4408,,-12.9379,,-42.2643,,-80.0534
327,17414967,1928873,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.1,0.999,-103.483,1.273,-2.1,0 0 0 0 0 0 0,-90.3081,,,0.1743,,-0.019,,1.9614,,-0.652,,-16.6375,,-54.1249,,-90.3081
328,17414962,706316,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.4781,0.9966,-104.107,5.6163,-2.2,0 0 0 0 0 0 0,-79.4497,,,4.7319,,2.7325,,7.2039,,8.2252,,2.1202,,-20.7845,,-79.4497
329,17414959,2951586,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.501187,Complete curve; high efficacy,-6.3,1.8851,0.9972,-93.9149,6.7428,-1.1,0 0 0 0 0 0 0,-93.3905,,,10.3449,,2.4545,,5.1664,,-40.9489,,-88.8696,,-92.3523,,-93.3905
330,17414956,2951446,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,2.1211,0.9962,-94.6543,5.6448,-1.1,0 0 0 0 0 0 0,-92.9906,,,7.5944,,2.5499,,9.6418,,0.5234,,-28.6214,,-90.0079,,-92.9906
331,17414955,2951421,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,2.0479,0.9927,-90.2265,-0.8651,-2.1,0 0 0 0 0 0 0,-86.2701,,,-1.713,,-0.225,,2.3806,,0.6191,,-8.1592,,-33.851,,-86.2701
332,17414946,1288351,"NCGC",,Unspecified,,,"",2009/07/08,2,42,4.46684,Partial curve; partial efficacy,-5.35,1,0.9992,-69.598,11.2626,-2.2,0 0 0 0 0 0 0,-63.2171,,,12.0343,,10.7244,,8.8295,,2.8366,,-15.281,,-48.0115,,-63.2171
333,17414944,2928544,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.9,0.9941,-89.9497,3.618,-2.2,0 0 0 0 0 0 0,-71.7231,,,5.9169,,3.5778,,0.3548,,-2.0525,,-12.1117,,-35.7246,,-71.7231
334,17414940,1300140,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,2.0479,0.9984,-98.2919,5.8582,-1.1,0 0 0 0 0 0 0,-97.8867,,,6.195,,2.458,,8.6253,,2.4859,,-35.0647,,-93.2641,,-97.8867
335,17414924,705975,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.2475,0.9945,-106.022,0.2479,-2.1,0 0 0 0 0 0 0,-93.7684,,,-2.3768,,-2.0987,,0.9407,,3.7528,,-14.0666,,-53.4224,,-93.7684
336,17414922,715746,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,3.1925,0.9975,-74.662,-0.5781,-2.2,0 0 0 0 0,-75.2,,,,,,,-3.1363,,-0.0234,,0.5806,,-44.6032,,-75.2
337,17414917,1308300,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1,0.9872,-77.0064,9.093,-2.2,0 0 0 0 0 0 0,-61.1778,,,9.2257,,10.3349,,6.5569,,10.6829,,-8.0984,,-27.5601,,-61.1778
338,17414907,2951212,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.4641,0.9949,-108.688,3.1645,-2.1,0 0 0 0 0 0 0,-99.3635,,,1.982,,3.0848,,6.1201,,-3.3466,,-16.0523,,-76.8695,,-99.3635
339,17414902,2951293,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.1341,0.9992,-104.643,3.252,-2.1,0 0 0 0 0 0 0,-89.7029,,,2.7772,,1.9012,,2.2487,,2.4563,,-12.3142,,-51.6867,,-89.7029
340,17414896,2174530,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,1.6924,0.9914,-109.302,-1.0999,-1.1,0 0 0 0 0 0 0,-107.583,,,2.406,,0.6486,,0.4422,,-13.5517,,-32.9236,,-98.2591,,-107.583
341,17414894,2927347,"NCGC",,Unspecified,,,"",2009/07/08,2,45,4.46684,Partial curve; high efficacy,-5.35,1.3443,0.9809,-126.305,-7.5242,-2.1,0 0 0 0 0 0,-99.8875,,,-15.616,,-0.4868,,-5.2644,,-15.6379,,-41.7223,,-99.8875,,
342,17414881,2951140,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,1.2221,0.9987,-113.458,-7.8826,-1.1,0 0 0 0 0 0 0,-111.017,,,-7.0022,,-9.0327,,-10.7834,,-14.1557,,-48.0084,,-91.0054,,-111.017
343,17414880,2580712,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.6259,0.9959,-91.4987,-1.1478,-2.1,0 0 0 0 0 0 0,-85.2689,,,-0.0883,,-1.1262,,-5.292,,1.2087,,-8.3797,,-47.4532,,-85.2689
344,17414877,1328961,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1,0.9985,-94.2031,6.5,-2.1,0 0 0 0 0 0 0,-86.3593,,,6.9055,,7.9213,,2.793,,-3.2642,,-23.2084,,-64.4616,,-86.3593
345,17414869,5911638,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.3443,0.9995,-95.9442,-4.901,-2.1,0 0 0 0 0 0 0,-89.7345,,,-4.8504,,-4.4796,,-5.232,,-7.8999,,-18.2144,,-62.2403,,-89.7345
346,17414867,5336669,"NCGC",,Unspecified,,,"",2009/07/08,2,40,17.7828,Partial curve; partial efficacy,-4.75,1.21,0.982,-74.0614,3.5,-2.2,0 0 0 0 0 0 0,-61.7178,,,4.8102,,6.7002,,6.9256,,-1.9448,,-5.7581,,-23.4163,,-61.7178
347,17414862,2866900,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.7137,0.9932,-83.1833,-1.7379,-2.2,0 0 0 0 0 0 0,-75.7677,,,1.6117,,-2.2156,,-1.7288,,-2.2655,,-8.8048,,-29.8856,,-75.7677
348,17414857,2929631,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.54813,Partial curve; high efficacy,-5.45,1.1,0.9839,-81.1933,-1.3767,-2.1,0 0 0 0 0 0 0,-80.0208,,,-1.7042,,-4.2943,,-2.9934,,-2.684,,-37.0056,,-59.2889,,-80.0208
349,17414845,2177491,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.5579,0.9892,-88.3544,8,-2.1,0 0 0 0 0 0 0,-81.2433,,,8.5669,,10.0589,,10.132,,8.8443,,-3.0129,,-26.7539,,-81.2433
350,17414842,1310764,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.7885,0.9873,-71.6482,-5.8314,-2.2,0 0 0 0 0 0 0,-67.709,,,-6.0698,,-4.9029,,-3.9912,,-3.6914,,-13.0857,,-28.5825,,-67.709
351,17414839,6885989,"NCGC",,Unspecified,,,"",2009/07/08,2,83,5.01187,Complete curve; high efficacy,-5.3,1.3723,0.992,-82.5703,-5.7323,-1.1,0 0 0 0 0 0 0,-80.739,,,-10.7516,,-5.9657,,-1.9622,,-7.5245,,-26.4454,,-62.4481,,-80.739
352,17414824,5510122,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.111,0.99,-70.1229,-4.2093,-1.2,0 0 0 0 0 0 0,-67.5952,,,-2.6817,,-6.0925,,-8.1483,,-5.4035,,-29.9497,,-53.2475,,-67.5952
353,17414817,1310757,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,1,0.9954,-85.8822,0.6129,-2.2,0 0 0 0 0 0 0,-73.0738,,,-0.2503,,0.7971,,-3.0136,,0.2265,,-16.7219,,-44.7437,,-73.0738
354,17414810,6863571,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,1,0.991,-93.0741,6.1047,-1.1,0 0 0 0 0 0 0,-93.6714,,,8.0741,,-1.6011,,4.6178,,-21.7281,,-58.1761,,-79.4737,,-93.6714
355,17414788,2929292,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.4641,0.9764,-95.7132,-6.7548,-2.1,0 0 0 0 0 0 0,-86.7778,,,-9.5809,,-8.0898,,-0.9791,,-15.1787,,-14.7847,,-69.2142,,-86.7778
356,17414787,5395960,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.8265,0.9987,-97.596,1.5097,-1.1,0 0 0 0 0 0 0,-97.685,,,2.9607,,-0.3201,,-1.4517,,-2.9545,,-53.3034,,-94.2914,,-97.685
357,17414784,2176319,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.2876,0.9979,-98.9164,-0.8182,-2.1,0 0 0 0 0 0 0,-87.3546,,,0.1913,,-2.4533,,0.8275,,-4.2352,,-11.165,,-45.3291,,-87.3546
358,17414771,2925896,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.21,0.9994,-89.7681,-2.4241,-2.1,0 0 0 0 0 0 0,-82.711,,,-2.5181,,-2.4118,,-2.664,,-3.5629,,-19.2893,,-55.1349,,-82.711
359,17414754,573971,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,0.9,0.9993,-99.849,6.3694,-2.1,0 0 0 0 0 0 0,-85.9065,,,4.3215,,6.7053,,3.592,,-1.1751,,-21.6981,,-57.6919,,-85.9065
360,17414752,2175242,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9983,-104.346,1.8304,-2.1,0 0 0 0 0 0 0,-94.7302,,,1.7639,,-0.4209,,1.9661,,0.298,,-20.5653,,-67.78,,-94.7302
361,17414751,2924944,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.111,0.9888,-88.444,3.0052,-2.2,0 0 0 0 0 0 0,-74.12,,,-1.6341,,3.8889,,5.776,,3.3194,,-10.4514,,-34.1741,,-74.12
362,17414748,6858332,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.1,0.9838,-75.955,2.0246,-2.2,0 0 0 0 0 0 0,-63.3164,,,3.524,,-2.1145,,0.1271,,6.1917,,-10.4511,,-34.8937,,-63.3164
363,17414736,1292138,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1.3723,0.9962,-93.1938,11,-2.1,0 0 0 0 0 0 0,-85.2164,,,9.7287,,12.4309,,7.3385,,13.4649,,-2.8639,,-50.6978,,-85.2164
364,17414726,6343598,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,0.9,0.9952,-110.927,-1.2628,-1.1,0 0 0 0 0 0 0,-104.541,,,-4.6259,,-4.4412,,-4.3907,,-21.6349,,-62.5466,,-88.5511,,-104.541
365,17414722,5503860,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.7137,0.9948,-102.286,0,-1.1,0 0 0 0 0 0 0,-103.192,,,-3.2058,,-3.4084,,4.5308,,-2.3337,,-48.7349,,-92.5192,,-103.192
366,17414706,6343586,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.1,0.9967,-100.514,5.0792,-1.1,0 0 0 0 0 0 0,-94.7664,,,6.6712,,6.8169,,-0.4095,,-8.2929,,-36.2374,,-82.2751,,-94.7664
367,17414702,1395233,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.2876,0.9953,-68.1191,3.0287,-1.2,0 0 0 0 0 0 0,-66.3014,,,0.4525,,2.2855,,3.1248,,2.3758,,-22.4106,,-52.857,,-66.3014
368,17414691,977785,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1.4781,0.9962,-115.738,1.0789,-2.1,0 0 0 0 0 0 0,-105.439,,,1.4922,,1.8881,,2.4551,,0.9546,,-11.3174,,-46.9509,,-105.439
369,17414685,2928992,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.8579,0.992,-93.0558,3.0172,-1.1,0 0 0 0 0 0 0,-91.7945,,,8.7796,,-3.2633,,5.8896,,-0.634,,-21.7242,,-82.1187,,-91.7945
370,17414671,992371,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.5386,0.9994,-111.172,0.516,-2.1,0 0 0 0 0 0 0,-102.103,,,0.5435,,1.0977,,0.8741,,-1.9095,,-6.9545,,-49.9891,,-102.103
371,17414669,731399,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.6924,0.9936,-83.0271,-2.7847,-2.2,0 0 0 0 0 0 0,-76.0932,,,-3.1248,,-5.0848,,1.7539,,-5.0497,,-5.4859,,-35.8616,,-76.0932
372,17414642,2928803,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.6259,0.9707,-88.1663,-2.3121,-2.1,0 0 0 0 0 0 0,-80.3986,,,-12.506,,2.7222,,0.8803,,0.7968,,-9.6018,,-37.5437,,-80.3986
373,17414631,5739533,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.21,0.9938,-100.928,-3.6552,-2.1,0 0 0 0 0 0 0,-88.3722,,,-2.9391,,-8.618,,-0.7436,,-3.4036,,-17.0516,,-53.4097,,-88.3722
374,17414626,2952840,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1.4787,0.9956,-88.3376,-2.2291,-1.1,0 0 0 0 0 0 0,-87.2518,,,-0.1893,,-6.9971,,0.0394,,-7.041,,-36.2706,,-76.1395,,-87.2518
375,17414622,2176129,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.331,0.9934,-98.6281,0.1759,-2.1,0 0 0 0 0 0 0,-89.8367,,,1.1159,,-2.4102,,-1.9825,,3.4043,,-18.7071,,-65.7865,,-89.8367
376,17414607,706617,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1,0.9989,-92.9793,-3.2966,-2.1,0 0 0 0 0 0 0,-82.0534,,,-4.9059,,-1.9012,,-3.5159,,-9.0386,,-23.4402,,-55.9279,,-82.0534
377,17414591,2961024,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,0.9,0.9884,-121.904,1.1013,-2.1,0 0 0 0 0 0 0,-103.422,,,-0.7594,,6.7033,,-3.0245,,-13.7692,,-23.4587,,-73.0628,,-103.422
378,17414585,1568082,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.4781,0.9931,-104.633,0.0796,-2.1,0 0 0 0 0 0 0,-95.4611,,,3.0744,,-0.8218,,3.7425,,-3.7141,,-9.9352,,-42.272,,-95.4611
379,17414581,2960803,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1,0.9981,-98.3,-0.347,-2.1,0 0 0 0 0 0 0,-92.2058,,,-2.7559,,1.2642,,-2.4421,,-8.6137,,-37.303,,-71.7844,,-92.2058
380,17414580,2926010,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,2.4729,0.9651,-62.183,0.4153,-2.2,0 0 0 0 0 0 0,-61.0211,,,9.8254,,0.4968,,-5.3741,,-3.0439,,-1.0809,,-36.1765,,-61.0211
381,17414564,2926066,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.5386,0.9869,-84.7329,4.3241,-2.2,0 0 0 0 0 0 0,-65.3175,,,7.1903,,1.7644,,8.2009,,1.2357,,-1.388,,-14.6517,,-65.3175
382,17414560,2923756,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.9,0.9892,-85.7374,7.5,-2.2,0 0 0 0 0 0 0,-68.1663,,,8.4082,,10.5921,,6.1631,,-0.8681,,-9.3916,,-31.53,,-68.1663
383,17414557,9587235,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.21,0.9365,-95.4045,-1.1425,-2.1,0 0 0 0 0 0 0,-83.3131,,,-2.086,,-7.3756,,8.1117,,2.5063,,-21.367,,-31.3068,,-83.3131
384,17414556,1263943,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,0.8,0.9971,-106.389,9.5,-2.1,0 0 0 0 0 0 0,-83.3164,,,10.7805,,10.0623,,3.0719,,0.9294,,-15.7048,,-52.0298,,-83.3164
385,17414550,2926309,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,2.7202,0.9913,-68.2934,0.0325,-2.2,0 0 0 0 0 0 0,-66.4538,,,-3.9623,,-1.156,,-0.2818,,3.221,,1.8296,,-25.391,,-66.4538
386,17414549,2906865,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.8617,0.9964,-86.7414,4.3978,-2.2,0 0 0 0 0 0 0,-75.4476,,,0.864,,5.0348,,6.5957,,5.5873,,3.0763,,-19.3725,,-75.4476
387,17414540,2906313,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1,0.9988,-119.916,0.5037,-2.1,0 0 0 0 0 0 0,-99.9304,,,-1.7128,,0.4898,,0.8116,,-2.5364,,-21.3011,,-60.4081,,-99.9304
388,17414536,5498314,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,2.5334,0.9904,-70.9447,0.6097,-2.2,0 0 0 0 0 0 0,-69.0292,,,-4.0672,,0.1517,,4.8742,,2.0076,,-0.5623,,-37.2938,,-69.0292
389,17414522,2926195,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.5095,0.9955,-76.8926,0.4216,-2.2,0 0 0 0 0 0 0,-72.5861,,,-3.0238,,-0.0645,,3.198,,1.134,,-9.5732,,-49.1083,,-72.5861
390,17414518,5351010,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.5386,0.9987,-85.7835,1.8669,-2.2,0 0 0 0 0,-78.6805,,,,,,,1.2641,,2.6505,,-5.2757,,-37.2101,,-78.6805
391,17414514,1421692,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.4641,0.9932,-68.3522,2.0954,-2.2,0 0 0 0 0 0 0,-62.5359,,,5.5562,,-1.0096,,1.5367,,1.2531,,-7.3623,,-43.9598,,-62.5359
