#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2d6-Potency_&#956;M","p450-cyp2d6-Curve_Description","p450-cyp2d6-Fit_LogAC50","p450-cyp2d6-Fit_HillSlope","p450-cyp2d6-Fit_R2","p450-cyp2d6-Fit_InfiniteActivity_%","p450-cyp2d6-Fit_ZeroActivity_%","p450-cyp2d6-Fit_CurveClass","p450-cyp2d6-Excluded_Points","p450-cyp2d6-Max_Response_%","p450-cyp2d6-Activity at 0.0007 uM_%","p450-cyp2d6-Activity at 0.00160 uM_%","p450-cyp2d6-Activity at 0.00368 uM_%","p450-cyp2d6-Activity at 0.00820 uM_%","p450-cyp2d6-Activity at 0.018 uM_%","p450-cyp2d6-Activity at 0.041 uM_%","p450-cyp2d6-Activity at 0.091 uM_%","p450-cyp2d6-Activity at 0.204 uM_%","p450-cyp2d6-Activity at 0.457 uM_%","p450-cyp2d6-Activity at 1.022 uM_%","p450-cyp2d6-Activity at 2.286 uM_%","p450-cyp2d6-Activity at 5.111 uM_%","p450-cyp2d6-Activity at 11.43 uM_%","p450-cyp2d6-Activity at 25.56 uM_%","p450-cyp2d6-Activity at 57.14 uM_%"
598,17385138,3247075,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.4641,0.9819,-89.1393,2.9804,-2.1,0 0 0 0 0 0 0,-81.75,,,4.96,,1.563,,8.643,,-6.532,,-6.764,,-59.1,,-81.75
599,17385128,5771825,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.98107,Complete curve; high efficacy,-5.4,1.4487,0.9898,-86.2491,1.0354,-1.1,0 0 0 0 0 0,-85.58,,,-3.926,,0.5751,,,,4.066,,-27.71,,-69.24,,-85.58
600,17385122,5771783,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.331,0.998,-92.774,5.009,-2.1,0 0 0 0 0 0,-84.41,,,4.805,,5.41,,,,0.82,,-13.99,,-62.11,,-84.41
601,17385114,5771798,"NCGC",,Unspecified,,,"",2009/07/08,2,62,7.94328,Complete curve; partial efficacy,-5.1,4.095,0.9883,-77.7178,0.7925,-1.2,0 0 0 0 0 0,-78.79,,,4.841,,5.361,,,,-0.1479,,-6.274,,-64.4,,-78.79
602,17385094,5771821,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,4.4495,0.9828,-74.4883,0.6886,-2.2,0 0 0 0 0 0,-73.87,,,9.244,,-2.589,,,,-1.991,,-1.288,,-48.28,,-73.87
603,17385092,5771780,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.1211,0.9772,-69.4678,4.3901,-2.2,0 0 0 0 0 0,-62.29,,,9.908,,-0.393,,,,0.1894,,7.102,,-12.71,,-62.29
604,17385064,5771786,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,0.8,0.9979,-83.748,10.8155,-2.2,0 0 0 0 0 0,-73.54,,,12.77,,7.091,,,,-2.524,,-27.06,,-55.07,,-73.54
605,17385063,5771860,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.3332,0.9039,-71.231,5.3185,-2.2,0 0 0 0 0 0,-64.89,,,-9.078,,9.219,,,,4.021,,18.74,,-13.7,,-64.89
606,17385061,5771841,"NCGC",,Unspecified,,,"",2009/07/08,2,63,5.01187,Complete curve; partial efficacy,-5.3,2.3531,0.962,-75.616,-3.024,-1.2,0 0 0 0 0 0,-79.72,,,-11.51,,0.2223,,,,5.52,,-17.62,,-61.07,,-79.72
607,17385056,5771794,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1,Complete curve; high efficacy,-6,0.9,0.9961,-96.9739,-6.7929,-1.1,0 0 0 0 0 0,-96.66,,,-11.22,,-6.479,,,,-35.64,,-67.91,,-86.49,,-96.66
608,17385054,5771858,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.6266,0.9916,-93.3598,-3.3862,-2.1,0 0 0 0 0 0,-84.26,,,-5.502,,-3.016,,,,-1.782,,-13.31,,-64.91,,-84.26
609,17385041,5459422,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.3332,0.8657,-74.901,6.8755,-2.2,0 0 0 0 0 0,-69.71,,,-7.694,,-5.48,,,,22.78,,15.8,,-16.78,,-69.71
610,17385040,5459439,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.1876,0.9908,-79.941,0.9105,-2.2,0 0 0 0 0 0,-76.35,,,-3.891,,1.306,,,,5.44,,0.2683,,-36.47,,-76.35
611,17385027,5461327,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.51189,Complete curve; high efficacy,-5.6,1.21,0.9934,-89.468,5.0895,-1.1,0 0 0 0 0 0,-87.89,,,10.32,,-0.5142,,,,-4.818,,-39.35,,-76.37,,-87.89
612,17385026,5771833,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,2.2526,0.9405,-65.0518,-6.6725,-1.2,0 0 0 0 0 0,-63.38,,,2.235,,-18.92,,,,-6.063,,-24.12,,-64.49,,-63.38
613,17385025,5459427,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1,0.9686,-86.748,0.8498,-1.1,0 0 0 0 0 0,-87.29,,,-6.777,,4.212,,,,-9.396,,-50.75,,-65.33,,-87.29
614,17385019,5461326,"NCGC",,Unspecified,,,"",2009/07/08,2,40,15.8489,Partial curve; partial efficacy,-4.8,2.5334,0.9324,-62.442,7,-2.2,0 0 0 0 0 0,-61.86,,,-5.487,,9.167,,,,9.537,,16.74,,-16.92,,-61.86
615,17385006,5459432,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.0479,0.9545,-88.713,5.2155,-2.2,0 0 0 0 0 0,-78.87,,,1.162,,-4.117,,,,6.706,,16.82,,-19.21,,-78.87
616,17384992,3247383,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.9282,0.9462,-67.101,11.903,-2.2,0 0 0 0 0 0,-62.92,,,3.521,,25.14,,,,6.737,,10.11,,-24.77,,-62.92
617,17384989,3247352,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.1,Complete curve; high efficacy,-7,0.5,0.9992,-93.9002,6.8668,-1.1,0 0 0 0 0 0,-89.77,,,-7.611,,-23.35,,,,-61.73,,-75.67,,-86.18,,-89.77
618,17384982,3247351,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.1,Complete curve; high efficacy,-7,0.7,0.9993,-93.5782,2.0738,-1.1,0 0 0 0 0 0,-91.04,,,-6.828,,-19.53,,,,-69.82,,-83.5,,-91.48,,-91.04
619,17384978,3247374,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,0.7,0.9977,-100.517,-2.4341,-1.1,0 0 0 0 0 0,-91.05,,,-6.031,,-3.481,,,,-29.18,,-53.13,,-77.06,,-91.05
620,17384975,3247350,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.251189,Complete curve; high efficacy,-6.6,0.8,0.9981,-92.2007,-6.9277,-1.1,0 0 0 0 0 0,-89.44,,,-8.167,,-17.82,,,,-58.22,,-81.31,,-89.31,,-89.44
621,17384972,3247373,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.4641,0.9961,-84.264,-0.3498,-1.1,0 0 0 0 0 0,-83.97,,,-0.4116,,-3.355,,,,-4.906,,-47.17,,-76.7,,-83.97
622,17384970,3247357,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.794328,Complete curve; high efficacy,-6.1,1.4787,0.9959,-91.9896,-4.1968,-1.1,0 0 0 0 0 0,-91.74,,,0.2275,,-7.482,,,,-32.32,,-78.63,,-88.85,,-91.74
623,17384969,3247336,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.7202,0.9288,-72.7957,-4.6403,-2.2,0 0 0 0 0 0,-70.78,,,-17.63,,-4.083,,,,5.623,,-2.094,,-36.51,,-70.78
624,17384966,3247356,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,0.9,0.9893,-90.623,9.5,-2.2,0 0 0 0 0 0,-72.75,,,5.424,,15.48,,,,1.498,,-10.65,,-44.37,,-72.75
625,17384962,3247379,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1,0.9986,-84.876,12.7195,-1.1,0 0 0 0 0 0,-80.73,,,10.85,,13.66,,,,-1.163,,-26.67,,-63.66,,-80.73
626,17384959,3247355,"NCGC",,Unspecified,,,"",2009/07/08,2,45,2.51189,Partial curve; partial efficacy,-5.6,0.5,0.9691,-96.701,19.7845,-2.2,0 0 0 0 0 0,-76.36,,,9.58,,19.33,,,,-22.27,,-29.99,,-62.76,,-76.36
627,17384956,3247334,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,3.2475,0.8935,-63.321,6.3365,-2.2,0 0 0 0 0 0,-65.54,,,-8.385,,17.73,,,,-2.08,,15.56,,-32.03,,-65.54
628,17384952,3247354,"NCGC",,Unspecified,,,"",2009/07/08,2,94,0.0251189,Complete curve; high efficacy,-7.6,0.8,0.9994,-93.906,4.662,-1.1,0 0 0 0 0 0,-94.74,,,-12.86,,-37.47,,,,-85.66,,-90.28,,-93.38,,-94.74
629,17384944,3247353,"NCGC",,Unspecified,,,"",2009/07/08,2,93,0.0398107,Complete curve; high efficacy,-7.4,0.8,0.997,-93.9357,32.2107,-1.1,0 0 0 0 0 0,-93.82,,,19.2,,-16.26,,,,-76.75,,-89.21,,-91.8,,-93.82
630,17384942,3247339,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.6924,0.9878,-77.189,4.3625,-2.2,0 0 0 0 0 0,-72.47,,,0.3554,,10.28,,,,3.445,,-1.877,,-31.12,,-72.47
631,17384941,3247332,"NCGC",,Unspecified,,,"",2009/07/08,2,93,0.0316228,Complete curve; high efficacy,-7.5,0.7,0.9998,-92.575,4.051,-1.1,0 0 0 0 0 0,-92.52,,,-12.86,,-34.71,,,,-79.91,,-87.9,,-90.97,,-92.52
632,17384936,3247293,"NCGC",,Unspecified,,,"",2009/07/08,2,86,0.794328,Complete curve; high efficacy,-6.1,0.7,0.9988,-87.4119,12.5,-1.1,0 0 0 0 0 0,-83.77,,,8.473,,7.688,,,,-27.8,,-54.02,,-73.48,,-83.77
633,17384934,3247278,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.398107,Complete curve; high efficacy,-6.4,0.6,0.9994,-95.9365,18.5292,-1.1,0 0 0 0 0 0,-90.67,,,12.27,,1.757,,,,-39.37,,-66.78,,-83.18,,-90.67
634,17384931,3247321,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,1.1,0.9972,-82.954,10.5,-2.2,0 0 0 0 0 0,-75.08,,,7.684,,13.5,,,,5.879,,-13.28,,-51.52,,-75.08
635,17384922,3247320,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.16228,Complete curve; high efficacy,-5.5,2.1876,0.9908,-79.8872,-1.8128,-1.1,0 0 0 0 0 0,-81,,,-0.8533,,-7.737,,,,2.128,,-27.88,,-74.51,,-81
636,17384917,3247284,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.58489,Complete curve; high efficacy,-5.8,1,0.9407,-84.9241,-4.7479,-1.1,0 0 0 0 0 0,-84.31,,,-18.01,,8.169,,,,-23.45,,-52.48,,-72.67,,-84.31
637,17384913,3247319,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,4.9549,0.9934,-82.4473,-2.8767,-2.1,0 0 0 0 0 0,-82.77,,,-7.896,,-2.246,,,,0.9969,,-3.263,,-55.31,,-82.77
638,17384908,3247283,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,1,0.9616,-78.5154,-0.4634,-1.2,0 0 0 0 0 0,-71.71,,,-9.223,,7.924,,,,-16.39,,-38.18,,-71.4,,-71.71
639,17384899,3247282,"NCGC",,Unspecified,,,"",2009/07/08,2,67,0.398107,Complete curve; partial efficacy,-6.4,0.5,0.9973,-84.174,21.919,-1.2,0 0 0 0 0 0,-76.53,,,11.85,,4.022,,,,-34.78,,-49.61,,-69.13,,-76.53
640,17384894,3247317,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,0.5,0.9394,-82.447,30.5875,-2.2,0 0 0 0 0 0,-61.01,,,27.78,,31.34,,,,-6.498,,-7.335,,-25.38,,-61.01
641,17384890,3247288,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1,0.9954,-81.072,0.9429,-2.2,0 1 0 0 0 0,-67.56,,,3.011,,42.48,,,,-4.109,,-12.08,,-36.02,,-67.56
642,17384886,3247265,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,0.7,0.9961,-96.76,12,-2.1,0 0 0 0 0 0,-82.3,,,9.71,,11.69,,,,-10.33,,-28.43,,-63.26,,-82.3
643,17384884,3247324,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,1.4787,0.996,-69.3139,-10.1062,-2.2,0 0 0 0 0 0,-64.62,,,-11.36,,-9.222,,,,-11.88,,-19.27,,-51.85,,-64.62
644,17384879,3247280,"NCGC",,Unspecified,,,"",2009/07/08,2,42,5.01187,Partial curve; partial efficacy,-5.3,1.2876,0.9962,-71.2335,7,-2.2,0 0 0 0 0 0,-69.37,,,5.079,,10.7,,,,2.526,,-14.24,,-50.85,,-69.37
645,17384876,3247323,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,2.9523,0.9992,-78.5563,3.8282,-2.2,0 0 0 0 0 0,-78.25,,,5.187,,4.501,,,,2.268,,3.025,,-45.64,,-78.25
646,17384872,3247294,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.8,0.9419,-92.809,26.1685,-2.2,0 0 0 0 0 0,-68.44,,,24.11,,38.37,,,,5.977,,6.075,,-21.25,,-68.44
647,17384871,3247286,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.16228,Partial curve; partial efficacy,-5.5,0.6,0.9878,-80.888,17.036,-2.2,0 0 0 0 0 0,-66.96,,,10.99,,18.4,,,,-9.424,,-24.3,,-50.01,,-66.96
648,17384870,3247279,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.7,0.9636,-98.192,10,-2.2,0 0 0 0 0 0,-74.07,,,6.315,,19.01,,,,-7.037,,-16.61,,-37.74,,-74.07
649,14746025,2322056,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,1.1,0.9737,-102.318,0.9659,-2.1,0 0 0 0 0 0 0,-85.265,,,5.4173,,0.5245,,2.6196,,-0.7765,,-17.7698,,-32.516,,-85.265
650,14745998,2093599,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1,0.9965,-100.507,4.613,-2.1,0 0 0 0 0 0 0,-83.0163,,,1.3138,,4.7236,,4.6394,,3.5606,,-15.105,,-48.2231,,-83.0163
651,14745981,4088302,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.8851,0.9707,-67.6707,4.5,-2.2,0 0 0 0 0 0 0,-62.5486,,,11.3269,,2.8504,,0.0613,,8.077,,-2.89,,-19.5258,,-62.5486
652,14745965,3271879,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.111,0.9831,-80.5864,4.1945,-2.2,0 0 0 0 0 0 0,-67.9887,,,8.1216,,-1.749,,1.8495,,6.529,,-8.6938,,-34.5978,,-67.9887
653,14745962,2510967,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.6259,0.9861,-103.828,3.6542,-2.1,0 0 0 0 0 0 0,-94.7892,,,-3.1501,,0.6049,,9.6168,,8.6934,,-3.8157,,-47.0138,,-94.7892
654,14745959,4149975,"NCGC",,Unspecified,,,"",2009/07/08,2,42,5.62341,Partial curve; partial efficacy,-5.25,0.8,0.9783,-74.1266,9.7729,-2.2,0 0 0 0 0 0 0,-61.7722,,,11.3659,,13.685,,2.2547,,-5.0252,,-12.4921,,-47.4813,,-61.7722
655,14745957,798295,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.5579,0.9879,-76.8712,9.6666,-2.2,0 0 0 0 0 0 0,-67.5315,,,8.9026,,6.0013,,15.8007,,7.9128,,3.3176,,-21.4127,,-67.5315
656,14745947,2390583,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.12202,Complete curve; high efficacy,-5.95,0.9,0.9828,-85.9514,5.4885,-1.1,0 0 0 0 0 0 0,-83.7287,,,-0.6937,,6.5008,,2.711,,-29.1719,,-49.2034,,-78.1197,,-83.7287
657,14745942,2364331,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.446684,Complete curve; high efficacy,-6.35,0.9,0.9987,-100.181,11.8179,-1.1,0 0 0 0 0 0 0,-100.367,,,12.1839,,3.307,,-8.7508,,-44.1246,,-79.7674,,-92.6657,,-100.367
658,14745910,9551998,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.41254,Complete curve; high efficacy,-5.85,1.2475,0.9998,-104.355,9.7441,-1.1,0 0 0 0 0 0 0,-104.636,,,10.0005,,8.902,,5.6586,,-12.2712,,-62.9836,,-96.2147,,-104.636
659,14745894,2430004,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; partial efficacy,-4.55,1.6924,0.9947,-99.9594,-2.8011,-2.2,0 0 0 0 0 0 0,-77.6319,,,0.3794,,-2.9505,,-3.6647,,-1.8283,,-7.5304,,-19.0264,,-77.6319
660,14745891,2062920,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.51189,Complete curve; high efficacy,-5.6,1.331,0.9638,-82.6535,-4.4684,-1.1,1 1 0 0 0 0 0,-85.685,,,-38.6505,,-29.2556,,-10.7708,,-3.9999,,-46.6391,,-66.9968,,-85.685
661,14745870,3732815,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1,Complete curve; high efficacy,-6,1.2475,0.9965,-100.352,2.1054,-1.1,0 0 0 0 0 0 0,-102.926,,,-0.8779,,2.3456,,0.5826,,-27.5095,,-72.6691,,-92.4904,,-102.926
662,14745867,9551997,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.77828,Complete curve; high efficacy,-5.75,1.4641,0.9937,-120.424,10.0557,-1.1,0 0 0 0 0 0 0,-115.542,,,10.1538,,6.5213,,5.9423,,0.6062,,-69.459,,-105.906,,-115.542
663,14745789,9551994,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.77828,Complete curve; high efficacy,-5.75,0.7,0.9829,-93.0455,7.4533,-1.1,0 0 0 0 0 0 0,-83.7101,,,6.828,,7.2231,,-12.4706,,-13.9081,,-49.7794,,-71.9224,,-83.7101
664,14745725,1281755,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.8,0.9934,-95.2404,-1.5881,-2.2,0 0 0 0 0 0 0,-73.877,,,-1.8079,,2.0038,,-6.982,,-8.2894,,-20.864,,-45.8931,,-73.877
665,14745717,3900148,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.177828,Complete curve; high efficacy,-6.75,0.9,0.9898,-97.8417,20.8696,-1.1,0 0 0 0 0 0 0,-102.901,,,16.3537,,6.4574,,-16.7121,,-68.7005,,-80.2857,,-92.51,,-102.901
666,14745650,2517521,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.2475,0.9968,-95.454,20.4788,-2.2,0 0 0 0 0 0 0,-79.9826,,,19.43,,25.0369,,17.9221,,18.539,,6.8732,,-33.6478,,-79.9826
667,14745633,5386259,"NCGC",,Unspecified,,,"",2009/07/08,2,69,0.0354813,Complete curve; partial efficacy,-7.45,0.91,0.9996,-64.6116,29.1223,-1.2,0 0 0 0 1 0 1,-64.6054,,,19.5433,,-3.4947,,-36.9133,,-55.65,,-30.2088,,-64.6054,,-25.1039
668,14745547,68297,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,2.2526,0.9016,-66.8015,-6.2607,-2.2,0 0 0 0 0 0 0,-60.4507,,,-0.1837,,-13.0677,,-12.7748,,-13.4154,,2.1562,,-16.625,,-60.4507
669,14745531,9551983,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.8851,0.9794,-81.0312,15.4753,-2.2,0 0 0 0 0 0 0,-75.422,,,13.6356,,17.8435,,19.3306,,17.3946,,3.2182,,-14.4283,,-75.422
670,14745526,2318983,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.9282,0.9521,-84.9166,7.5275,-2.2,0 0 0 0 0 0 0,-79.1278,,,6.8556,,-3.6155,,9.1357,,21.2392,,2.7234,,-25.4511,,-79.1278
671,14745414,3962922,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.331,0.9978,-100.365,2.7091,-2.1,0 0 0 0 0 0 0,-91.4856,,,0.9918,,4.3331,,3.9281,,-0.8711,,-13.4436,,-63.618,,-91.4856
672,14745315,2104726,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.2475,0.9952,-86.8264,3.4444,-2.2,0 0 0 0 0 0 0,-76.1517,,,2.4596,,1.9561,,4.9597,,3.637,,-8.9275,,-36.0072,,-76.1517
673,14745313,9551975,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1,0.9985,-103.487,3.1492,-1.1,0 0 0 0 0 0 0,-99.3605,,,5.6139,,2.4027,,-3.3706,,-12.1435,,-48.047,,-83.6711,,-99.3605
674,14745294,2126032,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.4163,0.9943,-97.5449,4.3307,-2.1,0 0 0 0 0 0 0,-85.5951,,,1.8563,,7.7909,,7.1321,,0.4751,,-4.7196,,-37.9144,,-85.5951
675,14745206,1547733,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,2.7202,0.9856,-64.8079,2.3971,-2.2,0 0 0 0 0 0 0,-64.5947,,,-3.1794,,7.4631,,2.2539,,0.9365,,2.3519,,-31.4908,,-64.5947
676,14745175,4655729,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.1,0.9847,-70.6232,12.4435,-2.2,0 0 0 0 0 0 0,-62.6968,,,11.6517,,12.6241,,7.8351,,16.1736,,-7.6589,,-35.5018,,-62.6968
677,14745129,4878538,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,1,0.9947,-85.2449,16.626,-1.1,0 0 0 0 0 0 0,-82.7276,,,21.1849,,8.0429,,4.0157,,-26.7247,,-63.1664,,-80.8536,,-82.7276
678,14745118,9551965,"NCGC",,Unspecified,,,"",2009/07/08,2,86,0.562341,Complete curve; high efficacy,-6.25,1.8851,0.9969,-78.4408,14.5,-1.1,0 0 0 0 0 0 0,-81.1297,,,17.1662,,14.3659,,8.3182,,-21.6274,,-73.5151,,-75.0384,,-81.1297
679,14745079,9551963,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.6259,0.989,-76.3643,3.1446,-2.2,0 0 0 0 0 0 0,-70.0626,,,7.0461,,-0.766,,3.4069,,4.4974,,-4.1431,,-27.5097,,-70.0626
680,14745040,4682448,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.4781,0.9978,-103.011,1.2772,-2.1,0 0 0 0 0 0 0,-94.0601,,,3.1679,,1.6195,,-1.7668,,2.7975,,-8.4317,,-51.5738,,-94.0601
681,14744987,2118296,"NCGC",,Unspecified,,,"",2009/07/08,2,62,3.54813,Complete curve; partial efficacy,-5.45,4.095,0.9926,-63.0233,11.0522,-1.2,0 0 0 0 0 0 0,-64.6897,,,10.3567,,16.3535,,10.8141,,6.6947,,1.6129,,-60.4729,,-64.6897
682,14744976,6534402,"NCGC",,Unspecified,,,"",2009/07/08,2,82,7.07946,Complete curve; high efficacy,-5.15,4.095,0.9363,-84.5368,0.1525,-1.1,0 0 0 0 0 0 0,-85.0661,,,3.4829,,-17.9423,,11.8839,,10.2547,,-6.7944,,-73.2399,,-85.0661
683,14744869,2468640,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; partial efficacy,-4.95,0.8,0.9719,-100.521,21.8328,-2.2,0 0 0 0 0 0 0,-75.1035,,,28.862,,10.0518,,25.9453,,8.4981,,-3.2239,,-40.6845,,-75.1035
684,14744862,4004272,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.111,0.991,-85.6878,8,-2.2,0 0 0 0 0 0 0,-70.4465,,,12.5928,,4.011,,5.0402,,8.2585,,-5.0541,,-36.8481,,-70.4465
685,14744859,2125707,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,1.8265,0.958,-93.944,-6.7702,-2.1,0 0 0 0 0 0 0,-85.5952,,,2.1072,,-14.1915,,0.3051,,-12.9743,,-11.8258,,-34.3114,,-85.5952
686,14744854,978587,"NCGC",,Unspecified,,,"",2009/07/08,2,63,1.77828,Complete curve; partial efficacy,-5.75,2.3332,0.9931,-60.5882,16.4061,-1.2,0 0 0 0 0 0 0,-63.3286,,,15.0482,,19.379,,12.3453,,16.4849,,-34.3286,,-56.2834,,-63.3286
687,14744846,5822531,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9907,-127.946,2.098,-2.1,0 0 0 0 0 0 0,-102.251,,,-2.4883,,2.1427,,2.1673,,2.6478,,-25.4903,,-58.9753,,-102.251
688,14744800,9551939,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.9282,0.9972,-70.0859,0.1198,-2.2,0 0 0 0 0 0 0,-67.0052,,,-1.0433,,1.7965,,0.8411,,0.9511,,-3.781,,-28.3565,,-67.0052
689,14744761,2079023,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.12202,Complete curve; high efficacy,-5.95,0.7,0.9978,-119.259,14.277,-1.1,0 0 0 0 0 0 0,-111.798,,,12.3503,,3.9278,,-1.2029,,-32.7324,,-70.5463,,-95.8682,,-111.798
