#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp1a2-Potency_&#956;M","p450-cyp1a2-Curve_Description","p450-cyp1a2-Fit_LogAC50","p450-cyp1a2-Fit_HillSlope","p450-cyp1a2-Fit_R2","p450-cyp1a2-Fit_InfiniteActivity_%","p450-cyp1a2-Fit_ZeroActivity_%","p450-cyp1a2-Fit_CurveClass","p450-cyp1a2-Excluded_Points","p450-cyp1a2-Max_Response","p450-cyp1a2-Activity at 0.0007 uM_%","p450-cyp1a2-Activity at 0.00160 uM_%","p450-cyp1a2-Activity at 0.00368 uM_%","p450-cyp1a2-Activity at 0.00820 uM_%","p450-cyp1a2-Activity at 0.018 uM_%","p450-cyp1a2-Activity at 0.041 uM_%","p450-cyp1a2-Activity at 0.091 uM_%","p450-cyp1a2-Activity at 0.204 uM_%","p450-cyp1a2-Activity at 0.457 uM_%","p450-cyp1a2-Activity at 1.022 uM_%","p450-cyp1a2-Activity at 2.286 uM_%","p450-cyp1a2-Activity at 5.111 uM_%","p450-cyp1a2-Activity at 11.43 uM_%","p450-cyp1a2-Activity at 25.56 uM_%","p450-cyp1a2-Activity at 57.14 uM_%"
672,17411191,9581781,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1.4163,0.9921,-122.619,2.945,-2.1,0 0 0 0 0 0 0,-107.091,,,10.7102,,1.6619,,-1.2895,,-0.3662,,-6.1561,,-51.4941,,-107.091
673,17411180,1474625,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.630957,Complete curve; high efficacy,-6.2,1.331,0.9918,-102.171,7.6018,-1.1,0 0 0 0 0 0 0,-103.173,,,4.8814,,13.7787,,-6.5756,,-33.7877,,-88.4067,,-96.2161,,-103.173
674,17411179,1474442,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1.331,0.9292,-84.2168,2.0679,-2.2,0 0 0 0 0 0 0,-73.8741,,,14.7688,,1.3215,,0.6623,,-0.9998,,-14.6909,,-22.5902,,-73.8741
675,17411177,1481979,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1,Complete curve; high efficacy,-6,1.5579,0.9966,-90.4859,13.9208,-1.1,0 0 0 0 0 0 0,-90.1289,,,16.9546,,16.746,,6.0107,,-9.3435,,-68.918,,-87.7593,,-90.1289
676,17411175,2766139,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.331,0.9395,-100.349,-10.052,-1.1,0 0 0 0 0 0 0,-96.189,,,-23.5359,,-6.4862,,4.3309,,-24.4933,,-36.0469,,-85.3894,,-96.189
677,17411160,3851062,"NCGC",,Unspecified,,,"",2009/07/08,2,42,5.62341,Partial curve; partial efficacy,-5.25,0.9,0.9984,-77.5617,18.7874,-2.2,0 0 0 0 0 0 0,-68.3257,,,20.2566,,19.1732,,15.4405,,7.7259,,-11.7346,,-43.3609,,-68.3257
678,17411152,6415102,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.41254,Complete curve; high efficacy,-5.85,1.2475,0.9995,-112.221,7.8794,-1.1,0 0 0 0 0 0 0,-112.206,,,9.0152,,5.2845,,3.5905,,-15.7507,,-68.9333,,-103.588,,-112.206
679,17411151,3765222,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1,Complete curve; high efficacy,-6,1.2221,0.9959,-111.79,12.0847,-1.1,0 0 0 0 0 0 0,-109.589,,,17.6183,,11.1144,,-0.3157,,-20.5743,,-80.1867,,-105.765,,-109.589
680,17411133,5524488,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.331,0.9464,-78.5812,8,-2.2,0 0 0 0 0 0 0,-72.5617,,,0.5203,,-1.3527,,15.9154,,17.5102,,-10.1314,,-45.0936,,-72.5617
681,17411107,1478884,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,2.1876,0.9864,-101.918,4.1345,-1.1,0 0 0 0 0 0 0,-103.143,,,-5.4096,,14.9849,,1.9555,,-1.8959,,-69.3281,,-99.7729,,-103.143
682,17411104,1478885,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.25893,Complete curve; partial efficacy,-5.9,2.1876,0.9851,-65.7791,6.5,-1.2,0 0 0 0 0 0 0,-65.2881,,,2.9878,,15.3786,,1.6502,,-0.6081,,-51.1918,,-65.0828,,-65.2881
683,17411102,1486875,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,1.1,0.9933,-92.8152,7.2614,-1.1,0 0 0 0 0 0 0,-93.3384,,,1.3843,,10.396,,-1.9064,,-37.5641,,-70.7911,,-88.6966,,-93.3384
684,17411058,5707072,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.2475,0.9901,-92.6412,5.8474,-2.1,0 0 0 0 0 0 0,-83.0344,,,-1.0116,,10.0181,,8.4189,,4.0748,,-7.3656,,-46.9107,,-83.0344
685,17411046,5707079,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.3437,0.9714,-82.3045,1.5634,-2.2,0 0 0 0 0 0 0,-72.7274,,,-7.9039,,1.6047,,5.2076,,6.6387,,-8.1308,,-37.0404,,-72.7274
686,17411028,5905829,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.23872,Complete curve; high efficacy,-5.65,1,0.9981,-104.283,8.0767,-1.1,0 0 0 0 0 0 0,-99.0172,,,8.6727,,5.4258,,4.7049,,-13.3946,,-46.0128,,-88.1228,,-99.0172
687,17411010,6346570,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.62341,Partial curve; partial efficacy,-5.25,1.1,0.9815,-83.1173,7.8593,-2.2,0 0 0 0 0 0 0,-76.53,,,2.496,,16.2839,,5.2714,,-1.9003,,-13.7758,,-55.4132,,-76.53
688,17411003,3702181,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.21,0.98,-89.4651,7.5,-2.1,0 0 0 0 0 0 0,-82.0103,,,1.6661,,2.4652,,13.5167,,11.3431,,-12.5327,,-49.8219,,-82.0103
689,17410998,3738890,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.41254,Complete curve; high efficacy,-5.85,1.2221,0.9992,-99.3448,14.1837,-1.1,0 0 0 0 0 0 0,-96.971,,,16.4984,,12.9653,,8.7625,,-7.4385,,-59.3986,,-92.0989,,-96.971
690,17410991,3706569,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.5579,0.9904,-79.5268,9.0978,-2.2,0 0 0 0 0 0 0,-69.6872,,,5.0914,,12.0638,,9.7464,,12.2695,,1.7151,,-22.407,,-69.6872
691,17410990,1476742,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1,0.9942,-111.518,9.7404,-1.1,0 0 0 0 0 0 0,-102.481,,,3.8459,,12.1113,,9.1616,,-11.5615,,-52.7134,,-92.6431,,-102.481
692,17410966,2906514,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.23872,Complete curve; partial efficacy,-5.65,1.21,0.9986,-71.0828,5.7889,-1.2,0 0 0 0 0 0 0,-68.4023,,,4.8917,,5.5481,,5.8199,,-5.1443,,-32.7387,,-63.3512,,-68.4023
693,17410964,3780285,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.12202,Complete curve; high efficacy,-5.95,1.4781,0.99,-88.4847,7.2308,-1.1,0 0 0 0 0 0 0,-88.8013,,,-0.5689,,14.4953,,4.2378,,-12.1623,,-63.9256,,-84.4229,,-88.8013
694,17410940,3132120,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1,0.9949,-102.065,4.3406,-2.1,0 0 0 0 0 0 0,-88.1221,,,0.2813,,5.0656,,4.8555,,3.0928,,-19.649,,-54.6241,,-88.1221
695,17410937,3707799,"NCGC",,Unspecified,,,"",2009/07/08,2,65,0.794328,Complete curve; partial efficacy,-6.1,1.21,0.9913,-74.7241,19.9566,-1.2,0 0 0 0 0 0 0,-76.7684,,,25.5731,,14.0819,,12.35,,-11.4222,,-57.1655,,-66.5022,,-76.7684
696,17410918,3101295,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,1.01,0.9939,-74.8441,26.2894,-2.2,0 0 1 0 0 0 0,-68.1449,,,21.1271,,30.4509,,32.7988,,17.2639,,-11.7629,,-49.3012,,-68.1449
697,17410903,3716917,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.12202,Complete curve; high efficacy,-5.95,1.3723,0.9932,-91.2663,7.9061,-1.1,0 0 0 0 0 0 0,-92.3067,,,1.5486,,13.108,,7.3248,,-16.4618,,-64.1181,,-85.9828,,-92.3067
698,17410901,1072346,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.158489,Complete curve; high efficacy,-6.8,1.2221,0.9993,-83.5731,13.8806,-1.1,0 0 0 0 0 0 0,-82.1359,,,13.5831,,7.5498,,-20.8918,,-61.9328,,-80.9591,,-84.0285,,-82.1359
699,17410899,1213087,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.630957,Complete curve; partial efficacy,-6.2,1.7137,0.9864,-72.8783,10,-1.2,0 0 0 0 0 0 0,-68.8397,,,5.8087,,17.8482,,2.4272,,-19.1965,,-65.6863,,-75.018,,-68.8397
700,17410895,1442591,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.2475,0.9908,-84.2725,24.6986,-2.1,0 0 0 0 0 0 0,-80.9656,,,17.3123,,26.4197,,25.7198,,23.8195,,-8.165,,-52.275,,-80.9656
701,17410885,693266,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.41254,Complete curve; high efficacy,-5.85,1.6259,0.9998,-91.8564,13.2264,-1.1,0 0 0 0 0 0 0,-91.5369,,,14.274,,13.7452,,10.9554,,-0.86,,-58.9346,,-88.1061,,-91.5369
702,17410849,1472012,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.77828,Complete curve; high efficacy,-5.75,2.7202,0.9598,-80.0024,6.1495,-1.1,0 0 0 0 0 0 0,-82.0424,,,-5.4019,,-1.9168,,20.4492,,9.2778,,-51.2217,,-77.9921,,-82.0424
703,17410843,1133285,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.446684,Complete curve; high efficacy,-6.35,0.9,0.9981,-107.92,10.001,-1.1,0 0 0 0 0 0 0,-105.621,,,12.0375,,0.4254,,-12.9181,,-48.7598,,-87.481,,-102.457,,-105.621
704,17410841,5110519,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.23872,Complete curve; partial efficacy,-5.65,1.4787,0.9759,-73.3168,22.7404,-1.2,0 0 0 0 0 0 0,-74.6333,,,33.6545,,18.9559,,11.7606,,19.0876,,-27.863,,-62.7988,,-74.6333
705,17410838,1475530,"NCGC",,Unspecified,,,"",2009/07/08,2,83,4.46684,Complete curve; high efficacy,-5.35,1.2475,0.9993,-89.9778,7,-1.1,0 0 0 0 0 0 0,-85.2831,,,8.3358,,6.4842,,4.659,,1.4537,,-21.856,,-67.8605,,-85.2831
706,17410837,1110072,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.6604,0.9957,-104.229,12.0767,-1.1,0 0 0 0 0 0 0,-105.476,,,13.387,,6.4948,,15.2912,,8.1504,,-44.3102,,-92.9421,,-105.476
707,17410834,1471763,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.707946,Complete curve; partial efficacy,-6.15,0.8,0.9852,-76.53,15.998,-1.2,0 0 0 0 0 0 0,-68.8486,,,17.4343,,11.409,,-5.0488,,-16.8952,,-52.3938,,-72.525,,-68.8486
708,17410815,2767628,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.8617,0.9951,-82.4378,17.311,-1.1,0 0 0 0 0 0 0,-83.124,,,11.2851,,18.7054,,18.3671,,17.7521,,-24.8387,,-74.1117,,-83.124
709,17410813,3826552,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,0.5,0.9632,-105.8,11.0558,-1.1,0 0 0 0 0 0 0,-88.1665,,,12.3403,,-5.1252,,-20.268,,-19.0919,,-51.3327,,-82.3416,,-88.1665
710,17410791,1471855,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; partial efficacy,-5.15,1.3443,0.9746,-76.9698,16.3276,-2.2,0 0 0 0 0 0 0,-71.9289,,,24.6226,,6.2709,,14.1484,,19.2189,,-2.0555,,-44.6749,,-71.9289
711,17410771,1478504,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,1.8617,0.9994,-63.5028,10.7642,-1.2,0 0 0 0 0 0 0,-63.9725,,,11.3112,,10.7032,,9.2919,,8.7141,,-14.581,,-57.1064,,-63.9725
712,17410752,1484232,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,1.7529,0.9472,-61.3077,5.5355,-1.2,0 0 0 0 0 0 0,-62.2806,,,17.01,,-0.6096,,-4.7666,,7.6418,,-19.1735,,-53.6995,,-62.2806
713,17410747,3393240,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1.2475,0.9951,-106.476,9.7134,-2.1,0 0 0 0 0 0 0,-102.062,,,8.6153,,12.2132,,3.7904,,7.7848,,-28.3535,,-77.3884,,-102.062
714,17410726,3154300,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.8617,0.9942,-80.1916,9.9429,-2.2,0 0 0 0 0 0 0,-74.6477,,,7.5363,,11.3331,,14.2094,,8.5373,,4.8986,,-24.462,,-74.6477
715,17410697,1474409,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1.25893,Complete curve; partial efficacy,-5.9,2.1876,0.9939,-79.1716,3.589,-1.2,0 0 0 0 0 0 0,-78.3528,,,1.632,,9.4755,,-1.1164,,-4.1618,,-61.5047,,-78.7446,,-78.3528
716,17410679,741915,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.3437,0.9726,-88.0567,8.0488,-2.1,0 0 0 0 0 0 0,-85.9569,,,1.79,,1.3616,,13.3257,,14.6534,,-21.7258,,-61.5982,,-85.9569
717,17410657,3750713,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.2221,0.988,-86.292,15.4472,-2.2,0 0 0 0 0 0 0,-71.91,,,22.5616,,14.2618,,15.268,,10.0901,,5.1135,,-24.9319,,-71.91
718,17410648,1485561,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.794328,Complete curve; high efficacy,-6.1,0.9,0.9726,-87.9851,-7.8757,-1.1,0 0 0 0 0 0 0,-81.9071,,,-2.316,,-13.5994,,-24.7157,,-31.4082,,-70.6403,,-83.2807,,-81.9071
719,17410639,1479969,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,1.331,0.9992,-111.818,2.3016,-1.1,0 0 0 0 0 0 0,-110.923,,,0.0573,,4.1551,,0.5886,,-10.5462,,-60.7484,,-100.795,,-110.923
720,17410628,3777951,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,0.8,0.9973,-97.4346,5.3388,-2.2,0 0 0 0 0 0 0,-77.5934,,,5.6311,,4.8444,,0.3152,,-0.0879,,-20.0993,,-48.0669,,-77.5934
721,17410600,5708099,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,1.6604,0.9978,-96.6091,3.504,-1.1,0 0 0 0 0 0 0,-94.2731,,,0.4598,,5.0504,,5.84,,-2.8229,,-43.8063,,-90.7317,,-94.2731
722,17410598,1098592,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.501187,Complete curve; high efficacy,-6.3,1.4787,0.981,-93.5316,-17.1271,-1.1,0 0 0 0 0 0 0,-94.97,,,-25.3956,,-8.7546,,-23.0243,,-53.3482,,-85.0903,,-92.5776,,-94.97
723,17410593,3216679,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.3437,0.989,-101.706,10.8641,-2.1,0 0 0 0 0 0 0,-89.0659,,,2.2726,,13.4535,,14.4015,,11.8028,,-0.174,,-41.3641,,-89.0659
724,17410585,1169033,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.23872,Complete curve; high efficacy,-5.65,1.8265,0.9898,-85.6769,1.1844,-1.1,0 0 0 0 0 0 0,-90.6956,,,-0.7819,,-2.1494,,2.4599,,1.3014,,-44.1715,,-75.908,,-90.6956
725,17410584,2166682,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,2.1211,0.9927,-73.2257,5.8309,-1.2,0 0 0 0 0 0 0,-70.7233,,,3.3112,,5.9403,,11.386,,1.5373,,-25.8854,,-71.9957,,-70.7233
726,17410568,1172453,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1,0.9608,-84.939,3.9833,-2.2,0 0 0 0 0 0 0,-70.7825,,,-0.9631,,6.9117,,9.5506,,-0.2874,,-15.4221,,-28.5164,,-70.7825
727,17410563,1452521,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.331,0.98,-104.466,13.1979,-2.1,0 0 0 0 0 0 0,-96.1402,,,1.6123,,14.4239,,17.6358,,18.6243,,-13.8262,,-67.1901,,-96.1402
728,17410552,1374541,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.81838,Complete curve; partial efficacy,-5.55,1.5095,0.9852,-77.9079,-2.2515,-1.2,0 0 0 0 0 0 0,-77.1114,,,-4.1869,,-7.4723,,5.4039,,-8.2987,,-34.3592,,-69.2332,,-77.1114
729,17410551,11958834,"NCGC",,Unspecified,,,"",2009/07/08,2,45,2.81838,Partial curve; high efficacy,-5.55,0.9,0.9999,-110.568,15.872,-2.1,0 0 0 0 0 0 0,-102.427,,,15.1433,,15.0658,,10.5549,,-5.509,,-41.7893,,-82.8415,,-102.427
730,17410541,1473797,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,3.0654,0.9812,-71.7877,2.0429,-2.2,0 0 0 0 0 0 0,-70.5849,,,-4.7767,,3.8707,,0.7292,,8.5566,,2.2448,,-36.996,,-70.5849
731,17410538,1482584,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1.1,0.9928,-76.4748,1.9989,-2.2,0 0 0 0 0 0 0,-66.6448,,,-2.0755,,3.1933,,3.3764,,2.3776,,-12.152,,-39.5155,,-66.6448
732,17410519,760432,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.41254,Complete curve; high efficacy,-5.85,1.6259,0.9916,-94.5207,3.139,-1.1,0 0 0 0 0 0 0,-94.0262,,,-3.5387,,10.6065,,1.1475,,-10.3399,,-65.0519,,-90.3411,,-94.0262
733,17410517,5759049,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.4163,0.9881,-85.5848,6.2032,-1.1,0 0 0 0 0 0 0,-87.2319,,,-0.1933,,8.7032,,5.8162,,5.4463,,-36.1461,,-70.427,,-87.2319
734,17410513,2884944,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.1341,0.9957,-77.0819,7,-2.2,0 0 0 0 0 0 0,-64.235,,,8.6567,,8.3282,,3.7599,,7.0182,,-3.4322,,-29.8539,,-64.235
735,17410497,591492,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.2475,0.98,-105.325,8.7088,-2.1,0 0 0 0 0 0 0,-100.351,,,-3.1239,,10.3191,,15.7664,,8.8624,,-26.2835,,-74.0287,,-100.351
736,17410491,3178012,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.21,0.9914,-86.7185,6,-2.2,0 0 0 0 0 0 0,-75.4074,,,0.6512,,7.1808,,9.1861,,7.1139,,-7.1156,,-40.6517,,-75.4074
737,17410413,3365190,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.3723,0.9985,-106.646,7.4922,-1.1,0 0 0 0 0 0 0,-104.72,,,10.5435,,7.901,,3.7405,,-1.1549,,-35.7641,,-90.7068,,-104.72
738,17410405,1488323,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.501187,Complete curve; high efficacy,-6.3,1.6604,0.9967,-105.961,1.6794,-1.1,0 0 0 0 0 0 0,-105.095,,,-1.9509,,6.8671,,-6.2856,,-49.5046,,-98.318,,-104.546,,-105.095
739,17410395,4343211,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.331,0.9986,-84.8161,13.932,-1.1,0 0 0 0 0 0 0,-83.5967,,,15.0436,,12.2162,,12.1195,,7.5317,,-31.1702,,-70.324,,-83.5967
740,17410394,5375260,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1,0.998,-112.643,9.1131,-2.1,0 0 0 0 0 0 0,-103.362,,,10.5522,,8.542,,3.297,,0.3114,,-34.5258,,-78.0501,,-103.362
741,17410389,1483251,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,1.21,0.9997,-105.911,3.7766,-1.1,0 0 0 0 0 0 0,-104.444,,,3.4593,,2.9128,,1.4113,,-12.5596,,-53.8514,,-94.1601,,-104.444
742,17410385,1483219,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.4781,0.9974,-116.022,1.1983,-1.1,0 0 0 0 0 0 0,-113.661,,,-1.2312,,0.9242,,6.1679,,-6.5043,,-44.4484,,-100.577,,-113.661
743,17410378,2767984,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.331,0.9923,-91.836,-0.9842,-1.1,0 0 0 0 0 0 0,-91.9467,,,2.8957,,-7.8335,,-0.3533,,-10.9294,,-50.7685,,-81.1662,,-91.9467
744,17410376,6183794,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.331,0.9996,-84.2603,1.01,-1.1,0 0 0 0 0 0 0,-82.7169,,,2.1828,,0.4124,,-1.1748,,-9.1702,,-45.325,,-77.4261,,-82.7169
745,17410375,1481603,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.54813,Complete curve; high efficacy,-5.45,1.111,0.9915,-86.4455,10.5,-1.1,0 0 0 0 0 0 0,-81.1143,,,9.6967,,16.7181,,3.8157,,0.5854,,-24.7265,,-68.0732,,-81.1143
746,17410374,1481604,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,1.7137,0.9952,-69.2977,23.6181,-1.2,0 0 0 0 0 0 0,-69.8314,,,24.5399,,18.2487,,27.6224,,18.7579,,-14.257,,-61.0425,,-69.8314
747,17410366,4371776,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.3443,0.9904,-94.9693,9.0015,-1.1,0 0 0 0 0 0 0,-91.0549,,,2.8579,,14.8451,,11.1437,,-3.7018,,-34.5054,,-83.7272,,-91.0549
748,17410364,1473674,"NCGC",,Unspecified,,,"",2009/07/08,2,86,0.794328,Complete curve; high efficacy,-6.1,1,0.9998,-82.8311,16.8953,-1.1,0 0 0 0 0 0 0,-81.022,,,16.8833,,14.8402,,6.0461,,-18.7667,,-58.274,,-76.153,,-81.022
749,17410361,1475980,"NCGC",,Unspecified,,,"",2009/07/08,2,68,0.1,Complete curve; partial efficacy,-7,2.9523,0.999,-65.4287,9,-1.2,1 0 0 0 0 0 0,-67.0358,,,36.8907,,8.1065,,-22.848,,-63.2123,,-65.4651,,-65.7728,,-67.0358
750,17410352,5524935,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1.41254,Complete curve; partial efficacy,-5.85,1.111,0.9981,-76.5353,14.4951,-1.2,0 0 0 0 0 0 0,-75.4378,,,11.8329,,14.4634,,13.3773,,-6.5007,,-43.25,,-67.5008,,-75.4378
751,17410350,2726179,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,1,0.9989,-117.731,3.5432,-1.1,0 0 0 0 0 0 0,-111.888,,,6.2195,,0.5202,,-0.2593,,-16.5218,,-53.6104,,-96.7588,,-111.888
752,17410342,1483710,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.2876,0.9865,-92.2422,3.8958,-2.1,0 0 0 0 0 0 0,-80.7053,,,11.379,,3.6893,,-0.4331,,2.4149,,-7.1966,,-36.5312,,-80.7053
753,17410321,2768692,"NCGC",,Unspecified,,,"",2009/07/08,2,65,0.630957,Complete curve; partial efficacy,-6.2,1.5579,0.999,-60.8052,33.0591,-1.2,0 0 0 0 0 0 0,-62.3376,,,32.9578,,30.8602,,30.2757,,-1.504,,-48.3432,,-59.2305,,-62.3376
754,17410319,11958824,"NCGC",,Unspecified,,,"",2009/07/08,2,42,5.01187,Partial curve; partial efficacy,-5.3,1.1341,0.9972,-73.0052,21.9756,-2.2,0 0 0 0 0 0 0,-68.6018,,,23.0156,,24.5686,,17.7387,,14.679,,-5.6507,,-46.7275,,-68.6018
755,17410316,1481622,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.398107,Complete curve; high efficacy,-6.4,1.1,0.9992,-98.6187,-1.2575,-1.1,0 0 0 0 0 0 0,-97.3969,,,0.1781,,-6.4492,,-17.2188,,-54.2936,,-86.1751,,-96.1432,,-97.3969
756,17410315,1484972,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.1341,0.9732,-80.0532,13.9719,-2.2,0 0 0 0 0 0 0,-66.711,,,10.5504,,22.727,,8.044,,13.5386,,0.2864,,-23.739,,-66.711
757,17410314,3794421,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.2216,0.9795,-83.2879,7.7574,-2.2,0 0 0 0 0 0 0,-63.169,,,7.2918,,11.682,,9.5311,,4.476,,-3.8669,,-15.9383,,-63.169
758,17410304,1473640,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.158489,Complete curve; high efficacy,-6.8,1.3723,0.9969,-83.5794,7,-1.1,0 0 0 0 0 0 0,-85.5782,,,8.5181,,0.1137,,-20.4263,,-68.4867,,-77.9967,,-84.0297,,-85.5782
759,17410303,1473636,"NCGC",,Unspecified,,,"",2009/07/08,2,68,0.125893,Complete curve; partial efficacy,-6.9,1.21,0.9931,-67.6627,20.0639,-1.2,0 0 0 0 0 0 0,-68.4866,,,21.9392,,7.2787,,-11.5483,,-55.4713,,-63.6431,,-67.042,,-68.4866
