GeneIndex	SideEffectIndex	Target	UMLS_CUI	SE_name	EF	Pvalue	Qvalue	ChiSquare	FunctionalAnnotation
2489	2287	GABRA1	C0023066	Laryngospasm	4.98	1.9e-08	1.5e-05	31.6	Agonist
2489	1213	GABRA1	C0013362	Dysarthria	2.75	2.9e-06	0.023	21.9	Binding
2489	2682	GABRA1	C0027540	Necrosis	8.98	3.1e-20	3e-16	84.9	Binding
2490	268	GABRA2	C0003578	Apnoea	3.91	1.7e-09	1.5e-05	36.3	Binding
2490	3693	GABRA2	C2830004	Somnolence	2.06	7.8e-10	6.8e-06	37.8	Binding
2490	3442	GABRA2	C0235063	Respiratory depression	5.62	1.3e-26	1.3e-22	113.9	Binding
2490	2220	GABRA2	C0022346	Jaundice	3.31	5.4e-06	0.004	20.7	Agonist
2490	3522	GABRA2	C0036093	Salivary gland disorder	17.34	5.4e-32	5.3e-28	138.6	Binding
2490	354	GABRA2	C0004134	Ataxia	4.82	2.4e-07	0.0011	26.7	Antagonist
2490	584	GABRA2	C0005956	Bone marrow disorder	2.21	2.3e-06	0.018	22.4	Binding
2490	1573	GABRA2	C0017086	Gangrene	7.75	2.2e-14	2e-10	58.4	Binding
2490	2211	GABRA2	C0022107	Irritability	4.36	6e-10	5.2e-06	38.3	Binding
2490	2315	GABRA2	C0854382	Libido disorder	3.81	8e-08	6.5e-05	28.8	Agonist
2490	4147	GABRA2	C0042571	Vertigo	1.9	7.5e-07	0.006	24.5	Binding
2490	2315	GABRA2	C0854382	Libido disorder	6.34	4.1e-43	4e-39	189.5	Binding
2490	2769	GABRA2	C0028738	Nystagmus	6.71	8.8e-22	8.4e-18	92	Binding
2490	4028	GABRA2	C0080274	Urinary retention	3.04	1.5e-05	0.011	18.8	Agonist
2490	2287	GABRA2	C0023066	Laryngospasm	7.93	1.8e-21	1.7e-17	90.5	Binding
2490	115	GABRA2	C0085631	Agitation	2.87	4.3e-05	0.03	16.7	Agonist
2490	162	GABRA2	C0002622	Amnesia	7.95	3.6e-20	3.4e-16	84.6	Binding
2490	2066	GABRA2	C0021167	Incontinence	10.66	1.1e-22	1.1e-18	96	Binding
2490	354	GABRA2	C0004134	Ataxia	5.33	1.2e-52	1.1e-48	233.3	Binding
2490	4028	GABRA2	C0080274	Urinary retention	3.42	5.3e-17	4.9e-13	70.2	Binding
2490	1108	GABRA2	C0011606	Dermatitis exfoliative	3.98	3.1e-07	0.0025	26.2	Binding
2490	927	GABRA2	C0009676	Confusional state	3.81	6.8e-06	0.031	20.3	Antagonist
2490	2007	GABRA2	C0020649	Hypotension	2.19	1e-09	8.6e-06	37.3	Binding
2490	2002	GABRA2	C3203356	Hypoprothrombinaemia	7.7	7.5e-17	7e-13	69.5	Binding
2490	2220	GABRA2	C0022346	Jaundice	2.9	3.8e-12	3.3e-08	48.2	Binding
2490	1379	GABRA2	C0014742	Erythema multiforme	3.9	5.1e-08	0.00042	29.7	Binding
2490	115	GABRA2	C0085631	Agitation	3.06	5.2e-14	4.7e-10	56.6	Binding
2490	1213	GABRA2	C0013362	Dysarthria	3.49	3.2e-07	0.0026	26.1	Binding
2490	584	GABRA2	C0005956	Bone marrow disorder	3.12	3.9e-05	0.027	16.9	Agonist
2490	1091	GABRA2	C0439857	Dependence	3.17	1.4e-05	0.01	18.9	Agonist
2490	3444	GABRA2	C0035204	Respiratory disorder	2.94	1.5e-07	0.0012	27.7	Binding
2490	1536	GABRA2	C0016412	Folate deficiency	16.43	1.5e-36	1.5e-32	159.4	Binding
2490	830	GABRA2	C0008370	Cholestasis	4.96	4.8e-09	4.1e-05	34.3	Binding
2490	927	GABRA2	C0009676	Confusional state	3.57	6e-27	5.8e-23	115.5	Binding
2490	1091	GABRA2	C0439857	Dependence	8.28	3.7e-52	3.6e-48	231	Binding
2490	354	GABRA2	C0004134	Ataxia	3.75	9e-12	7.8e-09	46.5	Agonist
2491	3522	GABRA3	C0036093	Salivary gland disorder	15.26	6.7e-28	6.5e-24	119.9	Binding
2491	3697	GABRA3	C0037822	Speech disorder	5.94	1.9e-10	1.6e-06	40.6	Binding
2491	927	GABRA3	C0009676	Confusional state	3.45	1.2e-27	1.2e-23	118.7	Binding
2491	1379	GABRA3	C0014742	Erythema multiforme	3.89	5.9e-09	5e-05	33.9	Binding
2491	3442	GABRA3	C0235063	Respiratory depression	3.33	1.2e-05	0.0087	19.2	Agonist
2491	2315	GABRA3	C0854382	Libido disorder	5.58	2.6e-36	2.6e-32	158.3	Binding
2491	927	GABRA3	C0009676	Confusional state	2.37	5.2e-05	0.036	16.4	Agonist
2491	2007	GABRA3	C0020649	Hypotension	2.09	2.4e-09	2e-05	35.7	Binding
2491	2220	GABRA3	C0022346	Jaundice	3.16	3e-05	0.021	17.4	Agonist
2491	354	GABRA3	C0004134	Ataxia	3.53	6.7e-10	5.6e-07	38.1	Agonist
2491	1091	GABRA3	C0439857	Dependence	7.29	1.8e-44	1.8e-40	195.7	Binding
2491	1573	GABRA3	C0017086	Gangrene	6.82	2.3e-12	2.1e-08	49.2	Binding
2491	2002	GABRA3	C3203356	Hypoprothrombinaemia	6.78	1.9e-14	1.7e-10	58.6	Binding
2491	3444	GABRA3	C0035204	Respiratory disorder	2.58	4.8e-06	0.037	20.9	Binding
2491	4028	GABRA3	C0080274	Urinary retention	3.23	2e-16	1.9e-12	67.6	Binding
2491	2315	GABRA3	C0854382	Libido disorder	3.92	3.9e-08	3.2e-05	30.2	Agonist
2491	115	GABRA3	C0085631	Agitation	2.95	2.6e-05	0.019	17.7	Agonist
2491	2066	GABRA3	C0021167	Incontinence	9.38	1.3e-19	1.2e-15	82	Binding
2491	1091	GABRA3	C0439857	Dependence	3.02	6.8e-05	0.046	15.9	Agonist
2491	2220	GABRA3	C0022346	Jaundice	2.61	3.1e-10	2.7e-06	39.6	Binding
2491	1108	GABRA3	C0011606	Dermatitis exfoliative	3.5	4.8e-06	0.038	20.9	Binding
2491	1536	GABRA3	C0016412	Folate deficiency	14.46	8.3e-32	8.1e-28	137.7	Binding
2491	162	GABRA3	C0002622	Amnesia	6.99	2.8e-17	2.6e-13	71.5	Binding
2491	830	GABRA3	C0008370	Cholestasis	4.37	1.2e-07	0.00099	28	Binding
2491	2211	GABRA3	C0022107	Irritability	4.08	1.4e-09	1.2e-05	36.7	Binding
2491	3693	GABRA3	C2830004	Somnolence	1.89	3.7e-08	0.00031	30.3	Binding
2491	3442	GABRA3	C0235063	Respiratory depression	5.43	9.6e-28	9.2e-24	119.2	Binding
2491	2769	GABRA3	C0028738	Nystagmus	5.9	1.7e-18	1.6e-14	77	Binding
2491	354	GABRA3	C0004134	Ataxia	4.55	1.3e-40	1.3e-36	178	Binding
2491	268	GABRA3	C0003578	Apnoea	3.44	7.6e-08	0.00063	28.9	Binding
2491	584	GABRA3	C0005956	Bone marrow disorder	3.2	2.4e-05	0.017	17.8	Agonist
2491	115	GABRA3	C0085631	Agitation	2.82	1.3e-12	1.2e-08	50.3	Binding
2491	1213	GABRA3	C0013362	Dysarthria	3.45	6.7e-08	0.00055	29.2	Binding
2491	4028	GABRA3	C0080274	Urinary retention	3.33	8.9e-07	7e-04	24.2	Agonist
2491	927	GABRA3	C0009676	Confusional state	3.17	6.3e-06	0.029	20.4	Antagonist
2491	2287	GABRA3	C0023066	Laryngospasm	6.98	2.2e-18	2.1e-14	76.5	Binding
2492	2220	GABRA4	C0022346	Jaundice	3.1	4.3e-05	0.029	16.8	Agonist
2492	115	GABRA4	C0085631	Agitation	2.91	4.6e-13	4.1e-09	52.4	Binding
2492	3697	GABRA4	C0037822	Speech disorder	5.7	4.6e-09	3.9e-05	34.3	Binding
2492	1108	GABRA4	C0011606	Dermatitis exfoliative	3.69	1.6e-06	0.013	23	Binding
2492	115	GABRA4	C0085631	Agitation	3.08	4.9e-06	0.0037	20.9	Agonist
2492	3442	GABRA4	C0235063	Respiratory depression	5.39	6.8e-26	6.5e-22	110.7	Binding
2492	2211	GABRA4	C0022107	Irritability	4.3	2.5e-10	2.2e-06	40	Binding
2492	1091	GABRA4	C0439857	Dependence	6.65	3.1e-34	3e-30	148.9	Binding
2492	2769	GABRA4	C0028738	Nystagmus	5.92	1.2e-17	1.1e-13	73.1	Binding
2492	4028	GABRA4	C0080274	Urinary retention	3.18	5.6e-15	5.1e-11	61	Binding
2492	354	GABRA4	C0004134	Ataxia	4.58	3.9e-39	3.8e-35	171.3	Binding
2492	162	GABRA4	C0002622	Amnesia	5.9	2.8e-11	2.5e-07	44.3	Binding
2492	2315	GABRA4	C0854382	Libido disorder	3.84	6.5e-08	5.3e-05	29.2	Agonist
2492	3693	GABRA4	C2830004	Somnolence	1.91	4.1e-08	0.00034	30.1	Binding
2492	1213	GABRA4	C0013362	Dysarthria	3.24	1.9e-06	0.015	22.7	Binding
2492	1536	GABRA4	C0016412	Folate deficiency	15.25	1e-33	1e-29	146.4	Binding
2492	584	GABRA4	C0005956	Bone marrow disorder	3.14	3.4e-05	0.024	17.2	Agonist
2492	2315	GABRA4	C0854382	Libido disorder	5.34	4.9e-31	4.7e-27	134.2	Binding
2492	2066	GABRA4	C0021167	Incontinence	9.07	2.8e-17	2.6e-13	71.5	Binding
2492	268	GABRA4	C0003578	Apnoea	3.63	1.7e-08	0.00014	31.9	Binding
2492	830	GABRA4	C0008370	Cholestasis	4.61	3.3e-08	0.00028	30.5	Binding
2492	927	GABRA4	C0009676	Confusional state	3.48	6.9e-27	6.6e-23	115.3	Binding
2492	1573	GABRA4	C0017086	Gangrene	7.2	3.5e-13	3.2e-09	52.9	Binding
2492	1379	GABRA4	C0014742	Erythema multiforme	4.1	1.1e-09	9.7e-06	37.1	Binding
2492	2002	GABRA4	C3203356	Hypoprothrombinaemia	7.15	2e-15	1.9e-11	63	Binding
2492	354	GABRA4	C0004134	Ataxia	3.62	9.9e-11	8.4e-08	41.8	Agonist
2492	927	GABRA4	C0009676	Confusional state	2.53	4.1e-06	0.0031	21.2	Agonist
2492	2287	GABRA4	C0023066	Laryngospasm	7.37	1.3e-19	1.2e-15	82.1	Binding
2492	4028	GABRA4	C0080274	Urinary retention	3.26	1.4e-06	0.0011	23.3	Agonist
2492	2007	GABRA4	C0020649	Hypotension	2.03	3.9e-08	0.00032	30.2	Binding
2492	2220	GABRA4	C0022346	Jaundice	2.49	1.8e-08	0.00015	31.7	Binding
2493	3697	GABRA5	C0037822	Speech disorder	5.88	2.5e-10	2.2e-06	40	Binding
2493	1108	GABRA5	C0011606	Dermatitis exfoliative	3.47	5.9e-06	0.046	20.5	Binding
2493	2211	GABRA5	C0022107	Irritability	4.04	1.9e-09	1.6e-05	36	Binding
2493	927	GABRA5	C0009676	Confusional state	3.17	6.3e-06	0.029	20.4	Antagonist
2493	1573	GABRA5	C0017086	Gangrene	6.75	3.2e-12	2.9e-08	48.5	Binding
2493	2066	GABRA5	C0021167	Incontinence	9.29	2.2e-19	2.1e-15	81	Binding
2493	354	GABRA5	C0004134	Ataxia	4.57	1.5e-41	1.4e-37	182.4	Binding
2493	1091	GABRA5	C0439857	Dependence	7.22	6.6e-44	6.5e-40	193.1	Binding
2493	354	GABRA5	C0004134	Ataxia	3.58	1.6e-10	1.4e-07	40.9	Agonist
2493	584	GABRA5	C0005956	Bone marrow disorder	3.1	4.2e-05	0.029	16.8	Agonist
2493	115	GABRA5	C0085631	Agitation	2.79	2.2e-12	2e-08	49.3	Binding
2493	2007	GABRA5	C0020649	Hypotension	2.03	1.2e-08	9.8e-05	32.6	Binding
2493	1536	GABRA5	C0016412	Folate deficiency	14.31	1.8e-31	1.8e-27	136.2	Binding
2493	830	GABRA5	C0008370	Cholestasis	4.32	1.5e-07	0.0012	27.6	Binding
2493	2315	GABRA5	C0854382	Libido disorder	5.53	8.2e-36	8e-32	156.1	Binding
2493	3444	GABRA5	C0035204	Respiratory disorder	2.56	6.1e-06	0.047	20.5	Binding
2493	2315	GABRA5	C0854382	Libido disorder	3.79	9e-08	7.3e-05	28.6	Agonist
2493	4028	GABRA5	C0080274	Urinary retention	3.22	1.9e-06	0.0014	22.7	Agonist
2493	927	GABRA5	C0009676	Confusional state	3.46	3.1e-28	3e-24	121.4	Binding
2493	2002	GABRA5	C3203356	Hypoprothrombinaemia	6.71	2.8e-14	2.6e-10	57.9	Binding
2493	268	GABRA5	C0003578	Apnoea	3.4	1e-07	0.00082	28.4	Binding
2493	3442	GABRA5	C0235063	Respiratory depression	5.22	1.6e-25	1.6e-21	109	Binding
2493	1379	GABRA5	C0014742	Erythema multiforme	3.85	7.9e-09	6.7e-05	33.3	Binding
2493	2220	GABRA5	C0022346	Jaundice	3.06	5.3e-05	0.036	16.3	Agonist
2493	115	GABRA5	C0085631	Agitation	2.86	4.7e-05	0.032	16.6	Agonist
2493	4028	GABRA5	C0080274	Urinary retention	3.2	3.9e-16	3.6e-12	66.3	Binding
2493	3522	GABRA5	C0036093	Salivary gland disorder	15.11	1.3e-27	1.3e-23	118.5	Binding
2493	3693	GABRA5	C2830004	Somnolence	1.9	2.5e-08	0.00021	31.1	Binding
2493	2220	GABRA5	C0022346	Jaundice	2.59	4.9e-10	4.2e-06	38.7	Binding
2493	162	GABRA5	C0002622	Amnesia	6.92	4.5e-17	4.1e-13	70.6	Binding
2493	2287	GABRA5	C0023066	Laryngospasm	6.91	3.7e-18	3.5e-14	75.5	Binding
2493	1213	GABRA5	C0013362	Dysarthria	3.42	8.8e-08	0.00072	28.6	Binding
2493	2769	GABRA5	C0028738	Nystagmus	5.84	2.9e-18	2.7e-14	75.9	Binding
2493	927	GABRA5	C0009676	Confusional state	2.4	2.5e-05	0.018	17.7	Agonist
2494	2220	GABRA6	C0022346	Jaundice	2.29	3.7e-07	0.003	25.8	Binding
2494	2211	GABRA6	C0022107	Irritability	3.78	2.2e-05	0.016	18	Agonist
2494	115	GABRA6	C0085631	Agitation	3.56	1.8e-10	1.5e-07	40.7	Agonist
2494	115	GABRA6	C0085631	Agitation	3.11	5.5e-17	5.2e-13	70.1	Binding
2494	354	GABRA6	C0004134	Ataxia	4.75	1.2e-46	1.2e-42	205.7	Binding
2494	3693	GABRA6	C2830004	Somnolence	1.91	1.1e-08	9.2e-05	32.7	Binding
2494	1823	GABRA6	C0019158	Hepatitis	3.46	1e-08	8.5e-05	32.8	Binding
2494	2315	GABRA6	C0854382	Libido disorder	5.04	2.5e-29	2.4e-25	126.4	Binding
2494	2287	GABRA6	C0023066	Laryngospasm	8.89	2.6e-32	2.5e-28	140	Binding
2494	2769	GABRA6	C0028738	Nystagmus	6.88	6.7e-27	6.5e-23	115.3	Binding
2494	2287	GABRA6	C0023066	Laryngospasm	5.72	4.7e-10	3.9e-07	38.8	Agonist
2494	3442	GABRA6	C0235063	Respiratory depression	4.24	1.8e-12	1.6e-09	49.7	Agonist
2494	1091	GABRA6	C0439857	Dependence	2.93	1.4e-05	0.011	18.8	Agonist
2494	2002	GABRA6	C3203356	Hypoprothrombinaemia	8.6	4e-25	3.8e-21	107.2	Binding
2494	354	GABRA6	C0004134	Ataxia	3.8	8.2e-15	7.2e-12	60.3	Agonist
2494	2066	GABRA6	C0021167	Incontinence	8.35	1.1e-15	9.9e-12	64.3	Binding
2494	1091	GABRA6	C0439857	Dependence	7.07	8.3e-43	8.1e-39	188.1	Binding
2494	1108	GABRA6	C0011606	Dermatitis exfoliative	4.44	8.2e-11	7.1e-07	42.2	Binding
2494	3442	GABRA6	C0235063	Respiratory depression	6.35	3.3e-41	3.2e-37	180.8	Binding
2494	927	GABRA6	C0009676	Confusional state	3.18	6e-06	0.027	20.5	Antagonist
2494	3444	GABRA6	C0035204	Respiratory disorder	2.94	9.3e-09	7.8e-05	33	Binding
2494	2315	GABRA6	C0854382	Libido disorder	3.09	1e-05	0.0076	19.5	Agonist
2494	268	GABRA6	C0003578	Apnoea	4.26	1.5e-13	1.3e-09	54.6	Binding
2494	162	GABRA6	C0002622	Amnesia	5.43	3.7e-10	3.2e-06	39.2	Binding
2494	2682	GABRA6	C0027540	Necrosis	10.8	4.8e-21	4.5e-17	88.6	Binding
2494	1573	GABRA6	C0017086	Gangrene	9.63	5.2e-27	5e-23	115.8	Binding
2494	830	GABRA6	C0008370	Cholestasis	5.65	4.4e-14	4e-10	57	Binding
2494	268	GABRA6	C0003578	Apnoea	4.33	4.7e-07	0.00038	25.4	Agonist
2494	3697	GABRA6	C0037822	Speech disorder	5.24	3.6e-08	3e-04	30.4	Binding
2494	2211	GABRA6	C0022107	Irritability	5.35	1.3e-18	1.2e-14	77.6	Binding
2494	887	GABRA6	C0005779	Coagulopathy	5.89	3e-11	2.7e-07	44.1	Binding
2494	2769	GABRA6	C0028738	Nystagmus	5.39	1.6e-08	1.3e-05	32	Agonist
2494	1379	GABRA6	C0014742	Erythema multiforme	4.67	4e-14	3.6e-10	57.2	Binding
2494	3601	GABRA6	C0036974	Shock	3.93	1.3e-08	0.00011	32.3	Binding
2494	927	GABRA6	C0009676	Confusional state	2.37	3.6e-06	0.0028	21.4	Agonist
2494	2007	GABRA6	C0020649	Hypotension	2.06	3.7e-09	3.2e-05	34.8	Binding
2494	927	GABRA6	C0009676	Confusional state	3.44	2.4e-28	2.3e-24	121.9	Binding
2494	4028	GABRA6	C0080274	Urinary retention	2.99	8.9e-14	8e-10	55.6	Binding
2494	1536	GABRA6	C0016412	Folate deficiency	18.71	1e-56	1e-52	251.9	Binding
2495	354	GABRB1	C0004134	Ataxia	3.93	1.2e-11	9.9e-09	46	Agonist
2495	3693	GABRB1	C2830004	Somnolence	2.06	8e-07	0.0064	24.4	Binding
2495	1213	GABRB1	C0013362	Dysarthria	3.98	9.9e-07	0.0079	23.9	Binding
2495	2220	GABRB1	C0022346	Jaundice	3.52	3.8e-06	0.0029	21.4	Agonist
2495	162	GABRB1	C0002622	Amnesia	8.05	1.2e-13	1e-09	55.1	Binding
2495	4028	GABRB1	C0080274	Urinary retention	4.09	6.3e-18	5.8e-14	74.4	Binding
2495	584	GABRB1	C0005956	Bone marrow disorder	3.57	2.9e-06	0.0022	21.9	Agonist
2495	2220	GABRB1	C0022346	Jaundice	3.41	9.8e-13	8.8e-09	50.9	Binding
2495	2315	GABRB1	C0854382	Libido disorder	7.62	3e-43	3e-39	190.1	Binding
2495	2315	GABRB1	C0854382	Libido disorder	4.36	1.9e-09	1.6e-06	36.1	Agonist
2495	927	GABRB1	C0009676	Confusional state	2.64	4.2e-06	0.0032	21.2	Agonist
2495	115	GABRB1	C0085631	Agitation	2.77	2.4e-07	0.002	26.7	Binding
2495	500	GABRB1	C0018939	Blood disorder	2.19	2.3e-06	0.018	22.3	Binding
2495	1091	GABRB1	C0439857	Dependence	6.8	3.7e-22	3.5e-18	93.7	Binding
2495	354	GABRB1	C0004134	Ataxia	5.2	7e-33	6.8e-29	142.6	Binding
2495	3442	GABRB1	C0235063	Respiratory depression	4.14	1e-08	8.8e-05	32.7	Binding
2495	2007	GABRB1	C0020649	Hypotension	2.31	5.6e-08	0.00046	29.5	Binding
2495	927	GABRB1	C0009676	Confusional state	3.97	1.4e-23	1.4e-19	100.1	Binding
2495	4028	GABRB1	C0080274	Urinary retention	3.48	7.8e-07	0.00062	24.4	Agonist
2495	115	GABRB1	C0085631	Agitation	3.07	2.5e-05	0.018	17.7	Agonist
2496	2315	GABRB2	C0854382	Libido disorder	3.66	7.7e-08	6.2e-05	28.9	Agonist
2496	2315	GABRB2	C0854382	Libido disorder	6.02	1.7e-36	1.7e-32	159.2	Binding
2496	2007	GABRB2	C0020649	Hypotension	1.94	2.7e-06	0.021	22	Binding
2496	354	GABRB2	C0004134	Ataxia	4.24	7.8e-29	7.6e-25	124.1	Binding
2496	2220	GABRB2	C0022346	Jaundice	2.99	4e-05	0.028	16.9	Agonist
2496	115	GABRB2	C0085631	Agitation	2.36	1.5e-06	0.012	23.2	Binding
2496	4028	GABRB2	C0080274	Urinary retention	2.92	1.6e-05	0.012	18.6	Agonist
2496	4028	GABRB2	C0080274	Urinary retention	3.49	3.4e-17	3.2e-13	71.1	Binding
2496	927	GABRB2	C0009676	Confusional state	2.36	1.5e-05	0.011	18.7	Agonist
2496	162	GABRB2	C0002622	Amnesia	7.76	2.7e-18	2.5e-14	76.1	Binding
2496	927	GABRB2	C0009676	Confusional state	3.26	3e-20	2.8e-16	85	Binding
2496	1091	GABRB2	C0439857	Dependence	5.85	9.9e-23	9.5e-19	96.3	Binding
2496	3693	GABRB2	C2830004	Somnolence	1.85	1.8e-06	0.014	22.8	Binding
2496	2220	GABRB2	C0022346	Jaundice	2.88	1.9e-11	1.6e-07	45.1	Binding
2496	2066	GABRB2	C0021167	Incontinence	9.29	4.1e-16	3.8e-12	66.2	Binding
2496	354	GABRB2	C0004134	Ataxia	3.52	4.3e-11	3.7e-08	43.5	Agonist
2496	584	GABRB2	C0005956	Bone marrow disorder	2.25	2e-06	0.016	22.6	Binding
2496	3442	GABRB2	C0235063	Respiratory depression	3.6	7.6e-09	6.4e-05	33.4	Binding
2497	115	GABRB3	C0085631	Agitation	2.59	9.6e-07	0.0077	24	Binding
2497	2220	GABRB3	C0022346	Jaundice	3.15	3.2e-05	0.023	17.3	Agonist
2497	4028	GABRB3	C0080274	Urinary retention	3.11	9e-06	0.0068	19.7	Agonist
2497	4028	GABRB3	C0080274	Urinary retention	4.01	6e-19	5.6e-15	79.1	Binding
2497	3442	GABRB3	C0235063	Respiratory depression	3.72	1.7e-07	0.0014	27.3	Binding
2497	1091	GABRB3	C0439857	Dependence	7.66	5.1e-32	4.9e-28	138.7	Binding
2497	354	GABRB3	C0004134	Ataxia	5.33	1e-38	9.8e-35	169.4	Binding
2497	584	GABRB3	C0005956	Bone marrow disorder	3.19	2.6e-05	0.018	17.7	Agonist
2497	927	GABRB3	C0009676	Confusional state	3.73	3.2e-22	3.1e-18	94	Binding
2497	500	GABRB3	C0018939	Blood disorder	2.08	6.1e-06	0.047	20.4	Binding
2497	162	GABRB3	C0002622	Amnesia	7.97	7.4e-15	6.8e-11	60.5	Binding
2497	354	GABRB3	C0004134	Ataxia	4	1.8e-13	1.6e-10	54.2	Agonist
2497	2315	GABRB3	C0854382	Libido disorder	7.47	7.8e-46	7.7e-42	202	Binding
2497	2315	GABRB3	C0854382	Libido disorder	3.9	4.3e-08	3.5e-05	30	Agonist
2497	2220	GABRB3	C0022346	Jaundice	3.27	1.4e-12	1.3e-08	50.1	Binding
2497	4147	GABRB3	C0042571	Vertigo	2.07	5.2e-07	0.0042	25.2	Binding
2497	2007	GABRB3	C0020649	Hypotension	2.28	2e-08	0.00017	31.5	Binding
2497	1091	GABRB3	C0439857	Dependence	3.01	7.3e-05	0.049	15.7	Agonist
2497	3693	GABRB3	C2830004	Somnolence	2.13	2.2e-08	0.00018	31.3	Binding
2498	3442	GABRD	C0235063	Respiratory depression	3.36	5.9e-05	0.04	16.1	Agonist
2498	1091	GABRD	C0439857	Dependence	3.32	2.9e-05	0.021	17.5	Agonist
2498	927	GABRD	C0009676	Confusional state	3.97	3.7e-22	3.6e-18	93.7	Binding
2498	584	GABRD	C0005956	Bone marrow disorder	3.82	6.9e-07	0.00054	24.7	Agonist
2498	3693	GABRD	C2830004	Somnolence	2.11	5.8e-07	0.0047	25	Binding
2498	927	GABRD	C0009676	Confusional state	2.56	2.3e-05	0.017	17.9	Agonist
2498	4028	GABRD	C0080274	Urinary retention	4.38	6.9e-20	6.5e-16	83.3	Binding
2498	115	GABRD	C0085631	Agitation	2.61	6.3e-06	0.048	20.4	Binding
2498	354	GABRD	C0004134	Ataxia	4.21	7.1e-13	6.2e-10	51.5	Agonist
2498	1091	GABRD	C0439857	Dependence	7.29	3.7e-24	3.5e-20	102.8	Binding
2498	354	GABRD	C0004134	Ataxia	5.44	3e-34	2.9e-30	148.9	Binding
2498	2315	GABRD	C0854382	Libido disorder	8.17	3.9e-47	3.8e-43	207.9	Binding
2498	2220	GABRD	C0022346	Jaundice	3.66	3.1e-14	2.8e-10	57.7	Binding
2498	1213	GABRD	C0013362	Dysarthria	4.26	2.1e-07	0.0017	26.9	Binding
2498	2315	GABRD	C0854382	Libido disorder	4.67	2.3e-10	2e-07	40.2	Agonist
2498	500	GABRD	C0018939	Blood disorder	2.95	2.6e-05	0.019	17.7	Agonist
2498	500	GABRD	C0018939	Blood disorder	2.28	8.9e-07	0.0071	24.2	Binding
2498	3442	GABRD	C0235063	Respiratory depression	4.43	1.4e-09	1.2e-05	36.7	Binding
2498	2220	GABRD	C0022346	Jaundice	3.77	9.2e-07	0.00072	24.1	Agonist
2498	162	GABRD	C0002622	Amnesia	8.63	8.5e-15	7.7e-11	60.2	Binding
2498	4028	GABRD	C0080274	Urinary retention	3.72	1.5e-07	0.00012	27.5	Agonist
2498	2007	GABRD	C0020649	Hypotension	2.41	1.4e-08	0.00012	32.1	Binding
2499	927	GABRE	C0009676	Confusional state	2.56	2.3e-05	0.017	17.9	Agonist
2499	2220	GABRE	C0022346	Jaundice	3.44	1.5e-12	1.4e-08	50	Binding
2499	4028	GABRE	C0080274	Urinary retention	3.72	1.5e-07	0.00012	27.5	Agonist
2499	1091	GABRE	C0439857	Dependence	6.74	7.8e-21	7.4e-17	87.7	Binding
2499	3442	GABRE	C0235063	Respiratory depression	3.36	5.9e-05	0.04	16.1	Agonist
2499	1091	GABRE	C0439857	Dependence	3.32	2.9e-05	0.021	17.5	Agonist
2499	3442	GABRE	C0235063	Respiratory depression	4.6	1e-10	8.9e-07	41.8	Binding
2499	584	GABRE	C0005956	Bone marrow disorder	3.82	6.9e-07	0.00054	24.7	Agonist
2499	4028	GABRE	C0080274	Urinary retention	4.26	4.2e-19	3.9e-15	79.8	Binding
2499	927	GABRE	C0009676	Confusional state	3.87	3.1e-21	2.9e-17	89.5	Binding
2499	2007	GABRE	C0020649	Hypotension	2.35	4.2e-08	0.00035	30.1	Binding
2499	2220	GABRE	C0022346	Jaundice	3.77	9.2e-07	0.00072	24.1	Agonist
2499	162	GABRE	C0002622	Amnesia	8.4	2.4e-14	2.2e-10	58.2	Binding
2499	2315	GABRE	C0854382	Libido disorder	4.67	2.3e-10	2e-07	40.2	Agonist
2499	354	GABRE	C0004134	Ataxia	4.21	7.1e-13	6.2e-10	51.5	Agonist
2499	3693	GABRE	C2830004	Somnolence	2.05	1.5e-06	0.012	23.1	Binding
2499	115	GABRE	C0085631	Agitation	2.65	2.4e-06	0.019	22.3	Binding
2499	2315	GABRE	C0854382	Libido disorder	7.72	1.2e-42	1.2e-38	187.3	Binding
2499	500	GABRE	C0018939	Blood disorder	2.95	2.6e-05	0.019	17.7	Agonist
2499	354	GABRE	C0004134	Ataxia	5.17	3.8e-31	3.7e-27	134.7	Binding
2499	1213	GABRE	C0013362	Dysarthria	4.49	1.5e-08	0.00013	32	Binding
2500	1213	GABRG1	C0013362	Dysarthria	4.19	3.2e-07	0.0026	26.1	Binding
2500	2220	GABRG1	C0022346	Jaundice	3.71	5.4e-15	4.9e-11	61.1	Binding
2500	2007	GABRG1	C0020649	Hypotension	2.43	6.9e-09	5.8e-05	33.6	Binding
2500	500	GABRG1	C0018939	Blood disorder	2.9	3.4e-05	0.024	17.2	Agonist
2500	1091	GABRG1	C0439857	Dependence	3.28	3.7e-05	0.026	17	Agonist
2500	584	GABRG1	C0005956	Bone marrow disorder	3.77	9.4e-07	0.00073	24.1	Agonist
2500	4147	GABRG1	C0042571	Vertigo	2.06	4.6e-06	0.036	21	Binding
2500	162	GABRG1	C0002622	Amnesia	8.48	1.7e-14	1.5e-10	58.9	Binding
2500	3442	GABRG1	C0235063	Respiratory depression	3.31	7.4e-05	0.049	15.7	Agonist
2500	4028	GABRG1	C0080274	Urinary retention	3.67	2.2e-07	0.00017	26.9	Agonist
2500	927	GABRG1	C0009676	Confusional state	2.65	6.1e-06	0.0046	20.4	Agonist
