Index	UMLS_CUI	SE_name
4034	C0178879	Urinary tract obstruction
4035	C0423701	Urinary tract pain
4036	C0235639	Urine abnormality
4037	C0438142	Urine analysis abnormal
4038	C0919643	Urine calcium increased
4039	C0438254	Urine electrolytes abnormal
4040	C0549418	Urine flow decreased
4041	C0860805	Urine ketone body present
4042	C0278045	Urine odour abnormal
4043	C1287298	Urine output
4044	C1167965	Urine output increased
4045	C1096658	Urine phosphorus increased
4046	C0854101	Urine sodium increased
4047	C0080276	Urogenital disorder
4048	C0919591	Urogenital haemorrhage
4049	C0149801	Urosepsis
4050	C0042109	Urticaria
4051	C0263338	Urticaria chronic
4052	C0343065	Urticaria physical
4053	C0234934	Urticaria vesiculosa
4054	C0042135	Uterine atony
4055	C0153567	Uterine cancer
4056	C0007869	Uterine cervical erosion
4057	C0269190	Uterine cervical squamous metaplasia
4058	C0919567	Uterine contractions during pregnancy
4059	C0269188	Uterine cyst
4060	C0042131	Uterine disorder
4061	C0151994	Uterine enlargement
4062	C0042134	Uterine haemorrhage
4063	C0269842	Uterine hypertonus
4064	C0152159	Uterine hypotonus
4065	C0235883	Uterine inflammation
4066	C0042133	Uterine leiomyoma
4067	C0221782	Uterine mass
4068	C0042138	Uterine neoplasm
4069	C0567085	Uterine pain
4070	C0042139	Uterine perforation
4071	C0156369	Uterine polyp
4072	C0042140	Uterine prolapse
4073	C0042143	Uterine rupture
4074	C0151998	Uterine spasm
4075	C0156353	Uterovaginal prolapse
4076	C0042164	Uveitis
4077	C0241619	Vaginal cyst
4078	C0227791	Vaginal discharge
4079	C0042251	Vaginal disorder
4080	C0156384	Vaginal dysplasia
4081	C1262149	Vaginal erosion
4082	C2979982	Vaginal haemorrhage
4083	C0404521	Vaginal infection
4084	C0042267	Vaginal inflammation
4085	C0877089	Vaginal mucosal blistering
4086	C0042258	Vaginal neoplasm
4087	C0235678	Vaginal odour
4088	C0205990	Vaginal prolapse
4089	C0566951	Vaginal ulceration
4090	C0854131	Vaginal wall congestion
4091	C2004487	Vaginismus
4092	C0085166	Vaginitis bacterial
4093	C1096272	Vanishing bile duct syndrome
4094	C0008049	Varicella
4095	C0014867	Varices oesophageal
4096	C0042341	Varicocele
4097	C0042345	Varicose vein
4098	C0155796	Varicose veins vulval
4099	C0158570	Vascular anomaly
4100	C0342649	Vascular calcification
4101	C0011269	Vascular dementia
4102	C0018128	Vascular graft occlusion
4103	C0042376	Vascular headache
4104	C0232352	Vascular insufficiency
4105	C1096458	Vascular occlusion
4106	C0858765	Vascular pain
4107	C1510412	Vascular pseudoaneurysm
4108	C1368065	Vascular purpura
4109	C1867423	Vascular resistance pulmonary increased
4110	C1258192	Vascular resistance systemic
4111	C0679401	Vascular rupture
4112	C0679403	Vascular stenosis
4113	C0521161	Vasculitic rash
4114	C0042384	Vasculitis
4115	C0238051	Vasculitis cerebral
4116	C0856069	Vasculitis gastrointestinal
4117	C1318520	Vasculitis necrotising
4118	C1456863	Vasoconstriction
4119	C0595862	Vasodilatation
4120	C1142412	Vasodilation procedure
4121	C0035460	Vasomotor rhinitis
4122	C0085616	Vasospasm
4123	C0549444	Vein discolouration
4124	C0235522	Vein disorder
4125	C0265050	Vena cava thrombosis
4126	C1275515	Venomous bite
4127	C0948441	Venoocclusive disease
4128	C0019156	Venoocclusive liver disease
4129	C0042485	Venous insufficiency
4130	C0241669	Venous occlusion
4131	C0232115	Venous pressure increased
4132	C0520861	Venous pressure jugular increased
4133	C0042487	Venous thrombosis
4134	C0853347	Venous thrombosis limb
4135	C0085612	Ventricular arrhythmia
4136	C0242973	Ventricular dysfunction
4137	C0151636	Ventricular extrasystoles
4138	C0849925	Ventricular failure
4139	C0042510	Ventricular fibrillation
4140	C0152173	Ventricular flutter
4141	C0340279	Ventricular hypertrophy
4142	C0919702	Ventricular hypokinesia
4143	C0018818	Ventricular septal defect
4144	C0042514	Ventricular tachycardia
4145	C0042568	Vertebrobasilar insufficiency
4146	C0242648	Vertical infection transmission
4147	C0042571	Vertigo
4148	C0155503	Vertigo CNS origin
4149	C0522351	Vertigo positional
4150	C1710632	Vessel perforation
4151	C1535879	Vessel puncture site bruise
4152	C1696110	Vessel puncture site haematoma
4153	C1096225	Vessel puncture site haemorrhage
4154	C1096708	Vessel puncture site inflammation
4155	C0235927	Vestibular ataxia
4156	C0042594	Vestibular disorder
4157	C0751908	Vestibular neuronitis
4158	C0919980	VIIth nerve paralysis
4159	C0042749	Viraemia
4160	C0152517	Viral diarrhoea
4161	C0042769	Viral infection
4162	C0276143	Viral pharyngitis
4163	C0162628	Viral skin infection
4164	C0339916	Viral upper respiratory tract infection
4165	C0042755	Virilism
4166	C0344232	Vision blurred
4167	C0234632	Visual acuity reduced
4168	C0877154	Visual brightness
4169	C0522214	Visual evoked potentials abnormal
4170	C3665347	Visual impairment
4171	C0855704	Vital dye staining cornea present
4172	C0042850	Vitamin B complex deficiency
4173	C0042847	Vitamin B12 deficiency
4174	C0936215	Vitamin B6 deficiency
4175	C1142086	Vitamin E decreased
4176	C1142530	Vitamin K decreased
4177	C0042880	Vitamin K deficiency
4178	C0271355	VIth nerve paralysis
4179	C0042900	Vitiligo
4180	C0042907	Vitreous detachment
4181	C0155365	Vitreous disorder
4182	C0016242	Vitreous floaters
4183	C0042909	Vitreous haemorrhage
4184	C0152006	Vitreous opacities
4185	C0155369	Vitreous prolapse
4186	C0264309	Vocal cord disorder
4187	C0042928	Vocal cord paralysis
4188	C0751576	Vocal cord paresis
4189	C0042170	Vogt-Koyanagi-Harada syndrome
4190	C0085607	Volume blood increased
4191	C0042961	Volvulus
4192	C0042963	Vomiting
4193	C0270274	Vomiting neonatal
4194	C0262666	Vulval abscess
4195	C0042994	Vulval disorder
4196	C0156339	Vulval ulceration
4197	C0042996	Vulvitis
4198	C1963790	Vulvovaginal burning sensation
4199	C0700345	Vulvovaginal candidiasis
4200	C0520587	Vulvovaginal discomfort
4201	C0152008	Vulvovaginal disorder
4202	C0520589	Vulvovaginal dryness
4203	C2748362	Vulvovaginal erythema
4204	C1609512	Vulvovaginal mycotic infection
4205	C0520588	Vulvovaginal pain
4206	C1112214	Vulvovaginal pruritus
4207	C3160944	Vulvovaginal swelling
4208	C0042998	Vulvovaginitis
4209	C2945558	Vulvovaginitis trichomonal
4210	C1611167	Waist circumference increased
4211	C0311394	Walking disability
4212	C1321523	Wandering pacemaker
4213	C0272118	Warm type haemolytic anaemia
4214	C0043049	Water intoxication
4215	C0233612	Waxy flexibility
4216	C0043096	Weight decreased
4217	C0241729	Weight fluctuation
4218	C0231246	Weight gain poor
4219	C0043094	Weight increased
4220	C0349464	Wernicke-Korsakoff syndrome
4221	C0043144	Wheezing
4222	C0580531	White blood cell count abnormal
4223	C0750394	White blood cell count decreased
4224	C0750426	White blood cell count increased
4225	C0023510	White blood cell disorder
4226	C0555120	White blood cells urine positive
4227	C2752009	White matter lesion
4228	C0152010	Withdrawal bleed
4229	C0857468	Withdrawal hypertension
4230	C0038587	Withdrawal syndrome
4231	C0043250	Wound
4232	C1096106	Wound complication
4233	C0259768	Wound dehiscence
4234	C0281860	Wound haematoma
4235	C0241742	Wound haemorrhage
4236	C1863751	Wound healing normal
4237	C0043241	Wound infection
4238	C0406834	Wound secretion
4239	C0435630	Wrist fracture
4240	C0549463	X-linked lymphoproliferative syndrome
4241	C0302314	Xanthoma
4242	C0043325	Xanthomatosis
4243	C0221185	Xanthopsia
4244	C0043345	Xeroderma
4245	C0043349	Xerophthalmia
4246	C0259817	Xerosis
4247	C0043387	Yawning
4248	C0221348	Yellow nail syndrome
4249	C0558148	Yellow skin
4250	C0235950	Zinc deficiency
4251	C0043541	Zygomycosis
